Date,Service,Direction,Langue,Record_count,Weeknum,Year,Month,Wkyear,Myear,,,,,Wkyear,Records,,,,Myear,Records
02-10-2021,Call,direct,fr,11,40,2021,10,202140,202110,,,,,,,,,,,
03-10-2021,SMS,rappel,fr,28,41,2021,10,202141,202110,,,,,,,,,,,
03-10-2021,Call,direct,fr,36,41,2021,10,202141,202110,,,,,,,,,,,
03-10-2021,Call,rappel,fr,84,41,2021,10,202141,202110,,,,,,,,,,,
03-10-2021,Chat,direct,fr,78,41,2021,10,202141,202110,,,,,,,,,,,
03-10-2021,SMS,direct,fr,13,41,2021,10,202141,202110,,,,,,,,,,,
04-10-2021,Call,rappel,fr,131,41,2021,10,202141,202110,,,,,,,,,,,
04-10-2021,SMS,rappel,fr,29,41,2021,10,202141,202110,,,,,,,,,,,
04-10-2021,Call,direct,fr,15,41,2021,10,202141,202110,,,,,,,,,,,
04-10-2021,Chat,direct,fr,93,41,2021,10,202141,202110,,,,,,,,,,,
04-10-2021,SMS,direct,fr,10,41,2021,10,202141,202110,,,,,,,,,,,
05-10-2021,Call,rappel,fr,126,41,2021,10,202141,202110,,,,,,,,,,,
05-10-2021,SMS,rappel,fr,35,41,2021,10,202141,202110,,,,,,,,,,,
05-10-2021,Chat,direct,fr,80,41,2021,10,202141,202110,,,,,,,,,,,
05-10-2021,Call,direct,fr,21,41,2021,10,202141,202110,,,,,,,,,,,
05-10-2021,SMS,direct,fr,13,41,2021,10,202141,202110,,,,,,,,,,,
06-10-2021,SMS,rappel,fr,49,41,2021,10,202141,202110,,,,,,,,,,,
06-10-2021,Call,rappel,fr,136,41,2021,10,202141,202110,,,,,,,,,,,
06-10-2021,Chat,direct,fr,71,41,2021,10,202141,202110,,,,,,,,,,,
06-10-2021,SMS,direct,fr,5,41,2021,10,202141,202110,,,,,,,,,,,
06-10-2021,Call,direct,fr,27,41,2021,10,202141,202110,,,,,,,,,,,
07-10-2021,Call,rappel,fr,106,41,2021,10,202141,202110,,,,,,,,,,,
07-10-2021,Call,direct,fr,16,41,2021,10,202141,202110,,,,,,,,,,,
07-10-2021,SMS,rappel,fr,28,41,2021,10,202141,202110,,,,,,,,,,,
07-10-2021,Chat,direct,fr,54,41,2021,10,202141,202110,,,,,,,,,,,
07-10-2021,SMS,direct,fr,12,41,2021,10,202141,202110,,,,,,,,,,,
12-10-2021,Call,rappel,fr,170,42,2021,10,202142,202110,,,,,,,,,,,
12-10-2021,SMS,rappel,fr,39,42,2021,10,202142,202110,,,,,,,,,,,
12-10-2021,Chat,direct,fr,65,42,2021,10,202142,202110,,,,,,,,,,,
12-10-2021,SMS,direct,fr,11,42,2021,10,202142,202110,,,,,,,,,,,
12-10-2021,Call,direct,fr,15,42,2021,10,202142,202110,,,,,,,,,,,
13-10-2021,SMS,rappel,fr,43,42,2021,10,202142,202110,,,,,,,,,,,
13-10-2021,Chat,direct,fr,89,42,2021,10,202142,202110,,,,,,,,,,,
13-10-2021,SMS,direct,fr,13,42,2021,10,202142,202110,,,,,,,,,,,
13-10-2021,Call,rappel,fr,128,42,2021,10,202142,202110,,,,,,,,,,,
13-10-2021,Call,direct,fr,15,42,2021,10,202142,202110,,,,,,,,,,,
14-10-2021,Call,rappel,fr,103,42,2021,10,202142,202110,,,,,,,,,,,
14-10-2021,Chat,direct,fr,71,42,2021,10,202142,202110,,,,,,,,,,,
14-10-2021,SMS,direct,fr,11,42,2021,10,202142,202110,,,,,,,,,,,
14-10-2021,SMS,rappel,fr,34,42,2021,10,202142,202110,,,,,,,,,,,
14-10-2021,Call,direct,fr,19,42,2021,10,202142,202110,,,,,,,,,,,
15-10-2021,Call,rappel,fr,2,42,2021,10,202142,202110,,,,,,,,,,,
15-10-2021,SMS,rappel,fr,1,42,2021,10,202142,202110,,,,,,,,,,,
17-10-2021,Call,rappel,fr,87,43,2021,10,202143,202110,,,,,,,,,,,
17-10-2021,Chat,direct,fr,83,43,2021,10,202143,202110,,,,,,,,,,,
17-10-2021,SMS,rappel,fr,27,43,2021,10,202143,202110,,,,,,,,,,,
17-10-2021,Call,direct,fr,16,43,2021,10,202143,202110,,,,,,,,,,,
17-10-2021,SMS,direct,fr,14,43,2021,10,202143,202110,,,,,,,,,,,
18-10-2021,SMS,rappel,fr,36,43,2021,10,202143,202110,,,,,,,,,,,
18-10-2021,Call,rappel,fr,136,43,2021,10,202143,202110,,,,,,,,,,,
18-10-2021,Chat,direct,fr,77,43,2021,10,202143,202110,,,,,,,,,,,
18-10-2021,SMS,direct,fr,8,43,2021,10,202143,202110,,,,,,,,,,,
18-10-2021,Call,direct,fr,12,43,2021,10,202143,202110,,,,,,,,,,,
19-10-2021,Call,rappel,fr,126,43,2021,10,202143,202110,,,,,,,,,,,
19-10-2021,SMS,rappel,fr,45,43,2021,10,202143,202110,,,,,,,,,,,
19-10-2021,Chat,direct,fr,102,43,2021,10,202143,202110,,,,,,,,,,,
19-10-2021,Call,direct,fr,16,43,2021,10,202143,202110,,,,,,,,,,,
19-10-2021,SMS,direct,fr,6,43,2021,10,202143,202110,,,,,,,,,,,
20-10-2021,Call,rappel,fr,129,43,2021,10,202143,202110,,,,,,,,,,,
20-10-2021,Chat,direct,fr,80,43,2021,10,202143,202110,,,,,,,,,,,
20-10-2021,Call,direct,fr,12,43,2021,10,202143,202110,,,,,,,,,,,
20-10-2021,SMS,rappel,fr,38,43,2021,10,202143,202110,,,,,,,,,,,
20-10-2021,SMS,direct,fr,9,43,2021,10,202143,202110,,,,,,,,,,,
21-10-2021,Call,direct,fr,10,43,2021,10,202143,202110,,,,,,,,,,,
21-10-2021,Call,rappel,fr,97,43,2021,10,202143,202110,,,,,,,,,,,
21-10-2021,Chat,direct,fr,66,43,2021,10,202143,202110,,,,,,,,,,,
21-10-2021,SMS,rappel,fr,19,43,2021,10,202143,202110,,,,,,,,,,,
21-10-2021,SMS,direct,fr,6,43,2021,10,202143,202110,,,,,,,,,,,
24-10-2021,Call,rappel,fr,76,44,2021,10,202144,202110,,,,,,,,,,,
24-10-2021,Call,direct,fr,17,44,2021,10,202144,202110,,,,,,,,,,,
24-10-2021,SMS,rappel,fr,25,44,2021,10,202144,202110,,,,,,,,,,,
24-10-2021,SMS,direct,fr,14,44,2021,10,202144,202110,,,,,,,,,,,
24-10-2021,Chat,direct,fr,79,44,2021,10,202144,202110,,,,,,,,,,,
25-10-2021,Call,rappel,fr,119,44,2021,10,202144,202110,,,,,,,,,,,
25-10-2021,Chat,direct,fr,79,44,2021,10,202144,202110,,,,,,,,,,,
25-10-2021,SMS,direct,fr,16,44,2021,10,202144,202110,,,,,,,,,,,
25-10-2021,Call,direct,fr,26,44,2021,10,202144,202110,,,,,,,,,,,
25-10-2021,SMS,rappel,fr,27,44,2021,10,202144,202110,,,,,,,,,,,
26-10-2021,SMS,rappel,fr,35,44,2021,10,202144,202110,,,,,,,,,,,
26-10-2021,Chat,direct,fr,77,44,2021,10,202144,202110,,,,,,,,,,,
26-10-2021,Call,rappel,fr,137,44,2021,10,202144,202110,,,,,,,,,,,
26-10-2021,SMS,direct,fr,7,44,2021,10,202144,202110,,,,,,,,,,,
26-10-2021,Call,direct,fr,28,44,2021,10,202144,202110,,,,,,,,,,,
27-10-2021,SMS,rappel,fr,24,44,2021,10,202144,202110,,,,,,,,,,,
27-10-2021,Call,rappel,fr,121,44,2021,10,202144,202110,,,,,,,,,,,
27-10-2021,Chat,direct,fr,89,44,2021,10,202144,202110,,,,,,,,,,,
27-10-2021,SMS,direct,fr,14,44,2021,10,202144,202110,,,,,,,,,,,
27-10-2021,Call,direct,fr,6,44,2021,10,202144,202110,,,,,,,,,,,
28-10-2021,Call,rappel,fr,72,44,2021,10,202144,202110,,,,,,,,,,,
28-10-2021,SMS,rappel,fr,25,44,2021,10,202144,202110,,,,,,,,,,,
28-10-2021,SMS,direct,fr,15,44,2021,10,202144,202110,,,,,,,,,,,
28-10-2021,Chat,direct,fr,64,44,2021,10,202144,202110,,,,,,,,,,,
28-10-2021,Call,direct,fr,14,44,2021,10,202144,202110,,,,,,,,,,,
31-10-2021,Call,rappel,fr,71,45,2021,10,202145,202110,,,,,,,,,,,
31-10-2021,SMS,direct,fr,10,45,2021,10,202145,202110,,,,,,,,,,,
31-10-2021,Chat,direct,fr,64,45,2021,10,202145,202110,,,,,,,,,,,
31-10-2021,Call,direct,fr,18,45,2021,10,202145,202110,,,,,,,,,,,
31-10-2021,SMS,rappel,fr,28,45,2021,10,202145,202110,,,,,,,,,,,
01-11-2021,Call,direct,fr,19,45,2021,11,202145,202111,,,,,,,,,,,
01-11-2021,SMS,rappel,fr,35,45,2021,11,202145,202111,,,,,,,,,,,
01-11-2021,Call,rappel,fr,137,45,2021,11,202145,202111,,,,,,,,,,,
01-11-2021,Chat,direct,fr,93,45,2021,11,202145,202111,,,,,,,,,,,
01-11-2021,SMS,direct,fr,11,45,2021,11,202145,202111,,,,,,,,,,,
02-11-2021,Call,rappel,fr,139,45,2021,11,202145,202111,,,,,,,,,,,
02-11-2021,Chat,direct,fr,73,45,2021,11,202145,202111,,,,,,,,,,,
02-11-2021,Call,direct,fr,18,45,2021,11,202145,202111,,,,,,,,,,,
02-11-2021,SMS,rappel,fr,38,45,2021,11,202145,202111,,,,,,,,,,,
02-11-2021,SMS,direct,fr,11,45,2021,11,202145,202111,,,,,,,,,,,
03-11-2021,SMS,rappel,fr,33,45,2021,11,202145,202111,,,,,,,,,,,
03-11-2021,Call,rappel,fr,146,45,2021,11,202145,202111,,,,,,,,,,,
03-11-2021,Chat,direct,fr,85,45,2021,11,202145,202111,,,,,,,,,,,
03-11-2021,SMS,direct,fr,7,45,2021,11,202145,202111,,,,,,,,,,,
03-11-2021,Call,direct,fr,23,45,2021,11,202145,202111,,,,,,,,,,,
04-11-2021,Call,rappel,fr,87,45,2021,11,202145,202111,,,,,,,,,,,
04-11-2021,Chat,direct,fr,71,45,2021,11,202145,202111,,,,,,,,,,,
04-11-2021,Call,direct,fr,11,45,2021,11,202145,202111,,,,,,,,,,,
04-11-2021,SMS,direct,fr,15,45,2021,11,202145,202111,,,,,,,,,,,
04-11-2021,SMS,rappel,fr,21,45,2021,11,202145,202111,,,,,,,,,,,
07-11-2021,Call,direct,fr,14,46,2021,11,202146,202111,,,,,,,,,,,
07-11-2021,Call,rappel,fr,100,46,2021,11,202146,202111,,,,,,,,,,,
07-11-2021,SMS,rappel,fr,21,46,2021,11,202146,202111,,,,,,,,,,,
07-11-2021,Chat,direct,fr,65,46,2021,11,202146,202111,,,,,,,,,,,
07-11-2021,SMS,direct,fr,11,46,2021,11,202146,202111,,,,,,,,,,,
08-11-2021,Call,direct,fr,23,46,2021,11,202146,202111,,,,,,,,,,,
08-11-2021,SMS,rappel,fr,28,46,2021,11,202146,202111,,,,,,,,,,,
08-11-2021,Call,rappel,fr,126,46,2021,11,202146,202111,,,,,,,,,,,
08-11-2021,Chat,direct,fr,93,46,2021,11,202146,202111,,,,,,,,,,,
08-11-2021,SMS,direct,fr,19,46,2021,11,202146,202111,,,,,,,,,,,
09-11-2021,Call,rappel,fr,129,46,2021,11,202146,202111,,,,,,,,,,,
09-11-2021,Chat,direct,fr,114,46,2021,11,202146,202111,,,,,,,,,,,
09-11-2021,SMS,direct,fr,20,46,2021,11,202146,202111,,,,,,,,,,,
09-11-2021,Call,direct,fr,20,46,2021,11,202146,202111,,,,,,,,,,,
09-11-2021,SMS,rappel,fr,35,46,2021,11,202146,202111,,,,,,,,,,,
10-11-2021,SMS,rappel,fr,49,46,2021,11,202146,202111,,,,,,,,,,,
10-11-2021,Chat,direct,fr,96,46,2021,11,202146,202111,,,,,,,,,,,
10-11-2021,Call,direct,fr,17,46,2021,11,202146,202111,,,,,,,,,,,
10-11-2021,Call,rappel,fr,105,46,2021,11,202146,202111,,,,,,,,,,,
10-11-2021,SMS,direct,fr,9,46,2021,11,202146,202111,,,,,,,,,,,
11-11-2021,SMS,rappel,fr,29,46,2021,11,202146,202111,,,,,,,,,,,
11-11-2021,Call,rappel,fr,84,46,2021,11,202146,202111,,,,,,,,,,,
11-11-2021,Call,direct,fr,22,46,2021,11,202146,202111,,,,,,,,,,,
11-11-2021,SMS,direct,fr,13,46,2021,11,202146,202111,,,,,,,,,,,
11-11-2021,Chat,direct,fr,80,46,2021,11,202146,202111,,,,,,,,,,,
11-11-2021,Call,direct,en,2,46,2021,11,202146,202111,,,,,,,,,,,
11-11-2021,SMS,direct,en,1,46,2021,11,202146,202111,,,,,,,,,,,
14-11-2021,Call,rappel,fr,71,47,2021,11,202147,202111,,,,,,,,,,,
14-11-2021,Call,direct,fr,25,47,2021,11,202147,202111,,,,,,,,,,,
14-11-2021,Chat,direct,fr,84,47,2021,11,202147,202111,,,,,,,,,,,
14-11-2021,SMS,rappel,fr,19,47,2021,11,202147,202111,,,,,,,,,,,
14-11-2021,SMS,direct,fr,9,47,2021,11,202147,202111,,,,,,,,,,,
15-11-2021,SMS,rappel,fr,35,47,2021,11,202147,202111,,,,,,,,,,,
15-11-2021,Call,rappel,fr,122,47,2021,11,202147,202111,,,,,,,,,,,
15-11-2021,Chat,direct,fr,118,47,2021,11,202147,202111,,,,,,,,,,,
15-11-2021,SMS,rappel,en,1,47,2021,11,202147,202111,,,,,,,,,,,
15-11-2021,Call,direct,fr,35,47,2021,11,202147,202111,,,,,,,,,,,
15-11-2021,SMS,direct,fr,20,47,2021,11,202147,202111,,,,,,,,,,,
16-11-2021,Chat,direct,fr,91,47,2021,11,202147,202111,,,,,,,,,,,
16-11-2021,Call,rappel,fr,97,47,2021,11,202147,202111,,,,,,,,,,,
16-11-2021,Call,direct,fr,36,47,2021,11,202147,202111,,,,,,,,,,,
16-11-2021,SMS,direct,fr,21,47,2021,11,202147,202111,,,,,,,,,,,
16-11-2021,SMS,rappel,fr,34,47,2021,11,202147,202111,,,,,,,,,,,
16-11-2021,SMS,rappel,en,3,47,2021,11,202147,202111,,,,,,,,,,,
17-11-2021,Call,rappel,fr,104,47,2021,11,202147,202111,,,,,,,,,,,
17-11-2021,Chat,direct,fr,70,47,2021,11,202147,202111,,,,,,,,,,,
17-11-2021,Call,direct,fr,27,47,2021,11,202147,202111,,,,,,,,,,,
17-11-2021,SMS,rappel,fr,26,47,2021,11,202147,202111,,,,,,,,,,,
17-11-2021,SMS,direct,fr,19,47,2021,11,202147,202111,,,,,,,,,,,
17-11-2021,SMS,rappel,en,2,47,2021,11,202147,202111,,,,,,,,,,,
17-11-2021,SMS,direct,en,2,47,2021,11,202147,202111,,,,,,,,,,,
18-11-2021,Call,rappel,fr,69,47,2021,11,202147,202111,,,,,,,,,,,
18-11-2021,Call,direct,en,1,47,2021,11,202147,202111,,,,,,,,,,,
18-11-2021,SMS,rappel,fr,23,47,2021,11,202147,202111,,,,,,,,,,,
18-11-2021,Chat,direct,fr,63,47,2021,11,202147,202111,,,,,,,,,,,
18-11-2021,Call,direct,fr,9,47,2021,11,202147,202111,,,,,,,,,,,
18-11-2021,SMS,direct,fr,5,47,2021,11,202147,202111,,,,,,,,,,,
18-11-2021,SMS,rappel,en,1,47,2021,11,202147,202111,,,,,,,,,,,
21-11-2021,Call,rappel,fr,80,48,2021,11,202148,202111,,,,,,,,,,,
21-11-2021,SMS,rappel,fr,20,48,2021,11,202148,202111,,,,,,,,,,,
21-11-2021,Chat,direct,fr,58,48,2021,11,202148,202111,,,,,,,,,,,
21-11-2021,Call,direct,fr,17,48,2021,11,202148,202111,,,,,,,,,,,
21-11-2021,SMS,direct,fr,6,48,2021,11,202148,202111,,,,,,,,,,,
21-11-2021,SMS,rappel,en,1,48,2021,11,202148,202111,,,,,,,,,,,
22-11-2021,SMS,rappel,fr,32,48,2021,11,202148,202111,,,,,,,,,,,
22-11-2021,Call,rappel,fr,120,48,2021,11,202148,202111,,,,,,,,,,,
22-11-2021,Call,direct,fr,32,48,2021,11,202148,202111,,,,,,,,,,,
22-11-2021,Chat,direct,fr,92,48,2021,11,202148,202111,,,,,,,,,,,
22-11-2021,SMS,direct,fr,14,48,2021,11,202148,202111,,,,,,,,,,,
22-11-2021,SMS,rappel,en,1,48,2021,11,202148,202111,,,,,,,,,,,
23-11-2021,Call,rappel,fr,112,48,2021,11,202148,202111,,,,,,,,,,,
23-11-2021,Chat,direct,fr,82,48,2021,11,202148,202111,,,,,,,,,,,
23-11-2021,SMS,rappel,fr,39,48,2021,11,202148,202111,,,,,,,,,,,
23-11-2021,Call,direct,fr,24,48,2021,11,202148,202111,,,,,,,,,,,
23-11-2021,SMS,direct,fr,5,48,2021,11,202148,202111,,,,,,,,,,,
24-11-2021,Call,rappel,fr,92,48,2021,11,202148,202111,,,,,,,,,,,
24-11-2021,SMS,rappel,fr,26,48,2021,11,202148,202111,,,,,,,,,,,
24-11-2021,Chat,direct,fr,62,48,2021,11,202148,202111,,,,,,,,,,,
24-11-2021,Call,direct,fr,33,48,2021,11,202148,202111,,,,,,,,,,,
24-11-2021,SMS,direct,fr,5,48,2021,11,202148,202111,,,,,,,,,,,
24-11-2021,Call,direct,en,1,48,2021,11,202148,202111,,,,,,,,,,,
24-11-2021,SMS,rappel,en,2,48,2021,11,202148,202111,,,,,,,,,,,
25-11-2021,Call,rappel,fr,66,48,2021,11,202148,202111,,,,,,,,,,,
25-11-2021,Call,direct,fr,16,48,2021,11,202148,202111,,,,,,,,,,,
25-11-2021,SMS,direct,fr,8,48,2021,11,202148,202111,,,,,,,,,,,
25-11-2021,Chat,direct,fr,77,48,2021,11,202148,202111,,,,,,,,,,,
25-11-2021,SMS,rappel,fr,29,48,2021,11,202148,202111,,,,,,,,,,,
25-11-2021,SMS,rappel,en,1,48,2021,11,202148,202111,,,,,,,,,,,
27-11-2021,Call,direct,fr,1,48,2021,11,202148,202111,,,,,,,,,,,
27-11-2021,SMS,direct,fr,2,48,2021,11,202148,202111,,,,,,,,,,,
28-11-2021,Call,rappel,fr,110,49,2021,11,202149,202111,,,,,,,,,,,
28-11-2021,Chat,direct,fr,74,49,2021,11,202149,202111,,,,,,,,,,,
28-11-2021,SMS,direct,fr,9,49,2021,11,202149,202111,,,,,,,,,,,
28-11-2021,SMS,rappel,fr,30,49,2021,11,202149,202111,,,,,,,,,,,
28-11-2021,Call,direct,fr,12,49,2021,11,202149,202111,,,,,,,,,,,
28-11-2021,SMS,rappel,en,1,49,2021,11,202149,202111,,,,,,,,,,,
29-11-2021,SMS,rappel,fr,36,49,2021,11,202149,202111,,,,,,,,,,,
29-11-2021,Call,rappel,fr,113,49,2021,11,202149,202111,,,,,,,,,,,
29-11-2021,Chat,direct,fr,93,49,2021,11,202149,202111,,,,,,,,,,,
29-11-2021,Call,direct,fr,27,49,2021,11,202149,202111,,,,,,,,,,,
29-11-2021,SMS,direct,fr,8,49,2021,11,202149,202111,,,,,,,,,,,
30-11-2021,Call,rappel,fr,106,49,2021,11,202149,202111,,,,,,,,,,,
30-11-2021,Chat,direct,fr,106,49,2021,11,202149,202111,,,,,,,,,,,
30-11-2021,SMS,rappel,fr,41,49,2021,11,202149,202111,,,,,,,,,,,
30-11-2021,Call,direct,fr,24,49,2021,11,202149,202111,,,,,,,,,,,
30-11-2021,SMS,direct,fr,13,49,2021,11,202149,202111,,,,,,,,,,,
01-12-2021,SMS,rappel,fr,43,49,2021,12,202149,202112,,,,,,,,,,,
01-12-2021,Chat,direct,fr,58,49,2021,12,202149,202112,,,,,,,,,,,
01-12-2021,Call,rappel,fr,127,49,2021,12,202149,202112,,,,,,,,,,,
01-12-2021,SMS,direct,fr,7,49,2021,12,202149,202112,,,,,,,,,,,
01-12-2021,Call,direct,fr,20,49,2021,12,202149,202112,,,,,,,,,,,
01-12-2021,SMS,rappel,en,1,49,2021,12,202149,202112,,,,,,,,,,,
02-12-2021,Call,rappel,fr,88,49,2021,12,202149,202112,,,,,,,,,,,
02-12-2021,SMS,rappel,fr,32,49,2021,12,202149,202112,,,,,,,,,,,
02-12-2021,SMS,direct,fr,4,49,2021,12,202149,202112,,,,,,,,,,,
02-12-2021,Chat,direct,fr,65,49,2021,12,202149,202112,,,,,,,,,,,
02-12-2021,Call,direct,fr,17,49,2021,12,202149,202112,,,,,,,,,,,
02-12-2021,SMS,rappel,en,1,49,2021,12,202149,202112,,,,,,,,,,,
05-12-2021,SMS,rappel,fr,20,50,2021,12,202150,202112,,,,,,,,,,,
05-12-2021,Call,rappel,fr,103,50,2021,12,202150,202112,,,,,,,,,,,
05-12-2021,Call,direct,fr,24,50,2021,12,202150,202112,,,,,,,,,,,
05-12-2021,Chat,direct,fr,78,50,2021,12,202150,202112,,,,,,,,,,,
05-12-2021,SMS,direct,fr,12,50,2021,12,202150,202112,,,,,,,,,,,
06-12-2021,SMS,rappel,fr,39,50,2021,12,202150,202112,,,,,,,,,,,
06-12-2021,Call,rappel,fr,108,50,2021,12,202150,202112,,,,,,,,,,,
06-12-2021,Chat,direct,fr,82,50,2021,12,202150,202112,,,,,,,,,,,
06-12-2021,Call,direct,fr,26,50,2021,12,202150,202112,,,,,,,,,,,
06-12-2021,SMS,rappel,en,2,50,2021,12,202150,202112,,,,,,,,,,,
06-12-2021,SMS,direct,fr,8,50,2021,12,202150,202112,,,,,,,,,,,
07-12-2021,SMS,rappel,fr,34,50,2021,12,202150,202112,,,,,,,,,,,
07-12-2021,Call,rappel,fr,104,50,2021,12,202150,202112,,,,,,,,,,,
07-12-2021,Chat,direct,fr,86,50,2021,12,202150,202112,,,,,,,,,,,
07-12-2021,SMS,direct,fr,12,50,2021,12,202150,202112,,,,,,,,,,,
07-12-2021,Call,direct,fr,32,50,2021,12,202150,202112,,,,,,,,,,,
07-12-2021,SMS,rappel,en,2,50,2021,12,202150,202112,,,,,,,,,,,
07-12-2021,SMS,direct,en,1,50,2021,12,202150,202112,,,,,,,,,,,
08-12-2021,SMS,rappel,fr,34,50,2021,12,202150,202112,,,,,,,,,,,
08-12-2021,Chat,direct,fr,97,50,2021,12,202150,202112,,,,,,,,,,,
08-12-2021,Call,rappel,fr,126,50,2021,12,202150,202112,,,,,,,,,,,
08-12-2021,Call,direct,fr,31,50,2021,12,202150,202112,,,,,,,,,,,
08-12-2021,SMS,direct,fr,10,50,2021,12,202150,202112,,,,,,,,,,,
08-12-2021,SMS,rappel,en,2,50,2021,12,202150,202112,,,,,,,,,,,
09-12-2021,Call,rappel,fr,79,50,2021,12,202150,202112,,,,,,,,,,,
09-12-2021,Chat,direct,fr,63,50,2021,12,202150,202112,,,,,,,,,,,
09-12-2021,SMS,rappel,fr,19,50,2021,12,202150,202112,,,,,,,,,,,
09-12-2021,SMS,direct,fr,9,50,2021,12,202150,202112,,,,,,,,,,,
09-12-2021,Call,direct,fr,19,50,2021,12,202150,202112,,,,,,,,,,,
09-12-2021,SMS,rappel,en,1,50,2021,12,202150,202112,,,,,,,,,,,
12-12-2021,Call,rappel,fr,94,51,2021,12,202151,202112,,,,,,,,,,,
12-12-2021,Chat,direct,fr,94,51,2021,12,202151,202112,,,,,,,,,,,
12-12-2021,Call,direct,fr,29,51,2021,12,202151,202112,,,,,,,,,,,
12-12-2021,SMS,rappel,fr,21,51,2021,12,202151,202112,,,,,,,,,,,
12-12-2021,SMS,direct,fr,16,51,2021,12,202151,202112,,,,,,,,,,,
13-12-2021,Chat,direct,fr,90,51,2021,12,202151,202112,,,,,,,,,,,
13-12-2021,SMS,rappel,fr,35,51,2021,12,202151,202112,,,,,,,,,,,
13-12-2021,Call,rappel,fr,117,51,2021,12,202151,202112,,,,,,,,,,,
13-12-2021,Call,direct,fr,39,51,2021,12,202151,202112,,,,,,,,,,,
13-12-2021,SMS,direct,fr,10,51,2021,12,202151,202112,,,,,,,,,,,
13-12-2021,Call,direct,en,2,51,2021,12,202151,202112,,,,,,,,,,,
13-12-2021,SMS,rappel,en,2,51,2021,12,202151,202112,,,,,,,,,,,
14-12-2021,Call,rappel,fr,110,51,2021,12,202151,202112,,,,,,,,,,,
14-12-2021,Chat,direct,fr,82,51,2021,12,202151,202112,,,,,,,,,,,
14-12-2021,SMS,rappel,fr,46,51,2021,12,202151,202112,,,,,,,,,,,
14-12-2021,Call,direct,fr,40,51,2021,12,202151,202112,,,,,,,,,,,
14-12-2021,SMS,direct,fr,10,51,2021,12,202151,202112,,,,,,,,,,,
14-12-2021,SMS,rappel,en,1,51,2021,12,202151,202112,,,,,,,,,,,
15-12-2021,Call,rappel,fr,123,51,2021,12,202151,202112,,,,,,,,,,,
15-12-2021,Chat,direct,fr,82,51,2021,12,202151,202112,,,,,,,,,,,
15-12-2021,SMS,direct,fr,10,51,2021,12,202151,202112,,,,,,,,,,,
15-12-2021,Call,direct,fr,27,51,2021,12,202151,202112,,,,,,,,,,,
15-12-2021,SMS,rappel,fr,43,51,2021,12,202151,202112,,,,,,,,,,,
15-12-2021,SMS,rappel,en,2,51,2021,12,202151,202112,,,,,,,,,,,
16-12-2021,Call,rappel,fr,83,51,2021,12,202151,202112,,,,,,,,,,,
16-12-2021,Chat,direct,fr,64,51,2021,12,202151,202112,,,,,,,,,,,
16-12-2021,Call,direct,fr,13,51,2021,12,202151,202112,,,,,,,,,,,
16-12-2021,SMS,rappel,fr,19,51,2021,12,202151,202112,,,,,,,,,,,
16-12-2021,SMS,direct,fr,4,51,2021,12,202151,202112,,,,,,,,,,,
17-12-2021,Call,direct,fr,13,51,2021,12,202151,202112,,,,,,,,,,,
19-12-2021,SMS,rappel,fr,16,52,2021,12,202152,202112,,,,,,,,,,,
19-12-2021,Call,rappel,fr,66,52,2021,12,202152,202112,,,,,,,,,,,
19-12-2021,Chat,direct,fr,61,52,2021,12,202152,202112,,,,,,,,,,,
19-12-2021,Call,direct,fr,14,52,2021,12,202152,202112,,,,,,,,,,,
19-12-2021,SMS,direct,fr,6,52,2021,12,202152,202112,,,,,,,,,,,
19-12-2021,SMS,rappel,en,1,52,2021,12,202152,202112,,,,,,,,,,,
20-12-2021,Chat,direct,fr,2,52,2021,12,202152,202112,,,,,,,,,,,
04-01-2022,Chat,direct,fr,1,2,2022,1,20222,20221,,,,,,,,,,,
09-01-2022,Chat,direct,fr,34,3,2022,1,20223,20221,,,,,,,,,,,
09-01-2022,SMS,rappel,fr,12,3,2022,1,20223,20221,,,,,,,,,,,
09-01-2022,Call,rappel,fr,29,3,2022,1,20223,20221,,,,,,,,,,,
09-01-2022,SMS,direct,fr,7,3,2022,1,20223,20221,,,,,,,,,,,
09-01-2022,Call,direct,fr,6,3,2022,1,20223,20221,,,,,,,,,,,
10-01-2022,SMS,rappel,fr,29,3,2022,1,20223,20221,,,,,,,,,,,
10-01-2022,Call,rappel,fr,66,3,2022,1,20223,20221,,,,,,,,,,,
10-01-2022,Chat,direct,fr,67,3,2022,1,20223,20221,,,,,,,,,,,
10-01-2022,Call,direct,fr,21,3,2022,1,20223,20221,,,,,,,,,,,
10-01-2022,SMS,direct,fr,4,3,2022,1,20223,20221,,,,,,,,,,,
11-01-2022,Call,rappel,fr,103,3,2022,1,20223,20221,,,,,,,,,,,
11-01-2022,Chat,direct,fr,69,3,2022,1,20223,20221,,,,,,,,,,,
11-01-2022,SMS,rappel,fr,22,3,2022,1,20223,20221,,,,,,,,,,,
11-01-2022,Call,direct,fr,19,3,2022,1,20223,20221,,,,,,,,,,,
11-01-2022,SMS,direct,fr,8,3,2022,1,20223,20221,,,,,,,,,,,
11-01-2022,SMS,rappel,en,1,3,2022,1,20223,20221,,,,,,,,,,,
12-01-2022,SMS,rappel,fr,34,3,2022,1,20223,20221,,,,,,,,,,,
12-01-2022,Call,rappel,fr,79,3,2022,1,20223,20221,,,,,,,,,,,
12-01-2022,Call,direct,fr,30,3,2022,1,20223,20221,,,,,,,,,,,
12-01-2022,Chat,direct,fr,93,3,2022,1,20223,20221,,,,,,,,,,,
