Date,Service,Direction,Langue,Record_count,Weeknum,Year,Month,Wkyear,Myear,,,,,Wkyear,Records,,,,Myear,Records
02-11-2017,Chat,direct,fr,66,44,2017,11,201744,201711,,,,,201744,304,,,,201711,6073
02-11-2017,Call,direct,fr,235,44,2017,11,201744,201711,,,,,201745,1460,,,,201712,4157
03-11-2017,Chat,direct,fr,3,44,2017,11,201744,201711,,,,,201746,1300,,,,20181,5139
06-11-2017,Chat,direct,fr,34,45,2017,11,201745,201711,,,,,201747,1395,,,,201810,7077
06-11-2017,Call,direct,fr,257,45,2017,11,201745,201711,,,,,201748,1635,,,,201811,6246
06-11-2017,SMS,direct,fr,221,45,2017,11,201745,201711,,,,,201749,1495,,,,201812,4377
07-11-2017,Chat,direct,fr,67,45,2017,11,201745,201711,,,,,201750,1352,,,,20182,5377
07-11-2017,Call,direct,fr,283,45,2017,11,201745,201711,,,,,201751,1289,,,,20183,4103
08-11-2017,Chat,direct,fr,80,45,2017,11,201745,201711,,,,,20182,1093,,,,20184,5616
08-11-2017,Call,direct,fr,227,45,2017,11,201745,201711,,,,,20183,1507,,,,20185,5671
09-11-2017,Chat,direct,fr,59,45,2017,11,201745,201711,,,,,20184,1316,,,,20186,3593
09-11-2017,Call,direct,fr,210,45,2017,11,201745,201711,,,,,20185,1512,,,,20187,649
10-11-2017,Chat,direct,fr,22,45,2017,11,201745,201711,,,,,20186,1361,,,,20188,38
13-11-2017,Chat,direct,fr,42,46,2017,11,201746,201711,,,,,20187,1248,,,,20189,6286
13-11-2017,SMS,direct,fr,197,46,2017,11,201746,201711,,,,,20188,1332,,,,20191,5954
13-11-2017,Call,direct,fr,252,46,2017,11,201746,201711,,,,,20189,1372,,,,201910,6462
14-11-2017,Chat,direct,fr,84,46,2017,11,201746,201711,,,,,201810,3,,,,201911,5393
14-11-2017,Call,direct,fr,252,46,2017,11,201746,201711,,,,,201811,1296,,,,201912,4062
15-11-2017,Chat,direct,fr,56,46,2017,11,201746,201711,,,,,201812,1522,,,,20192,5487
15-11-2017,Call,direct,fr,187,46,2017,11,201746,201711,,,,,201813,1057,,,,20193,4519
16-11-2017,Chat,direct,fr,54,46,2017,11,201746,201711,,,,,201814,983,,,,20194,5710
16-11-2017,Call,direct,fr,156,46,2017,11,201746,201711,,,,,201815,1521,,,,20195,4060
17-11-2017,Chat,direct,fr,20,46,2017,11,201746,201711,,,,,201816,1271,,,,20196,2706
20-11-2017,Chat,direct,fr,36,47,2017,11,201747,201711,,,,,201817,1253,,,,20197,751
20-11-2017,Call,direct,fr,300,47,2017,11,201747,201711,,,,,201818,1380,,,,20198,2
20-11-2017,SMS,direct,fr,192,47,2017,11,201747,201711,,,,,201819,1321,,,,20199,5817
21-11-2017,Chat,direct,fr,64,47,2017,11,201747,201711,,,,,201820,1249,,,,20201,5269
21-11-2017,Call,direct,fr,250,47,2017,11,201747,201711,,,,,201821,1070,,,,202010,5363
22-11-2017,Chat,direct,fr,51,47,2017,11,201747,201711,,,,,201822,1242,,,,202011,5579
22-11-2017,Call,direct,fr,242,47,2017,11,201747,201711,,,,,201823,1360,,,,202012,3596
23-11-2017,Chat,direct,fr,38,47,2017,11,201747,201711,,,,,201824,1673,,,,20202,4395
23-11-2017,Call,direct,fr,201,47,2017,11,201747,201711,,,,,201825,557,,,,20203,2891
24-11-2017,Chat,direct,fr,21,47,2017,11,201747,201711,,,,,201828,123,,,,20204,6008
27-11-2017,Chat,direct,fr,48,48,2017,11,201748,201711,,,,,201829,193,,,,20205,6710
27-11-2017,Call,direct,fr,317,48,2017,11,201748,201711,,,,,201830,229,,,,20206,4376
27-11-2017,SMS,direct,fr,251,48,2017,11,201748,201711,,,,,201831,142,,,,20207,132
28-11-2017,Chat,direct,fr,94,48,2017,11,201748,201711,,,,,201836,1315,,,,20209,3755
28-11-2017,Call,direct,fr,338,48,2017,11,201748,201711,,,,,201837,1691,,,,20211,4231
29-11-2017,Chat,direct,fr,59,48,2017,11,201748,201711,,,,,201838,1554,,,,202110,4790
29-11-2017,Call,direct,fr,264,48,2017,11,201748,201711,,,,,201839,1726,,,,202111,5599
30-11-2017,Chat,direct,fr,48,48,2017,11,201748,201711,,,,,201840,1279,,,,202112,3213
30-11-2017,Call,direct,fr,195,48,2017,11,201748,201711,,,,,201841,1289,,,,20212,5754
01-12-2017,Chat,direct,fr,21,48,2017,12,201748,201712,,,,,201842,1702,,,,20213,1409
04-12-2017,Chat,direct,fr,41,49,2017,12,201749,201712,,,,,201843,1630,,,,20214,1758
04-12-2017,Call,direct,fr,301,49,2017,12,201749,201712,,,,,201844,1444,,,,20215,1705
04-12-2017,SMS,direct,fr,170,49,2017,12,201749,201712,,,,,201845,1488,,,,20216,1379
05-12-2017,Chat,direct,fr,57,49,2017,12,201749,201712,,,,,201846,1288,,,,20217,734
05-12-2017,Call,direct,fr,295,49,2017,12,201749,201712,,,,,201847,1491,,,,20218,117
06-12-2017,Chat,direct,fr,53,49,2017,12,201749,201712,,,,,201848,1712,,,,20219,4477
06-12-2017,Call,direct,fr,270,49,2017,12,201749,201712,,,,,201849,1486,,,,20221,3869
07-12-2017,Chat,direct,fr,68,49,2017,12,201749,201712,,,,,201850,1539,,,,202210,5567
07-12-2017,Call,direct,fr,213,49,2017,12,201749,201712,,,,,201851,1352,,,,202211,6069
08-12-2017,Chat,direct,fr,27,49,2017,12,201749,201712,,,,,20192,1064,,,,202212,3579
11-12-2017,Chat,direct,fr,23,50,2017,12,201750,201712,,,,,20193,1704,,,,20222,4835
11-12-2017,Call,direct,fr,259,50,2017,12,201750,201712,,,,,20194,1634,,,,20223,4878
11-12-2017,SMS,direct,fr,144,50,2017,12,201750,201712,,,,,20195,1601,,,,20224,3910
12-12-2017,Chat,direct,fr,64,50,2017,12,201750,201712,,,,,20196,1572,,,,20225,4636
12-12-2017,Call,direct,fr,262,50,2017,12,201750,201712,,,,,20197,1156,,,,20226,3265
13-12-2017,Chat,direct,fr,63,50,2017,12,201750,201712,,,,,20198,1325,,,,20227,401
13-12-2017,Call,direct,fr,250,50,2017,12,201750,201712,,,,,20199,1407,,,,20228,1
14-12-2017,Chat,direct,fr,44,50,2017,12,201750,201712,,,,,201910,6,,,,20229,4398
14-12-2017,Call,direct,fr,213,50,2017,12,201750,201712,,,,,201911,1352,,,,20231,4449
15-12-2017,Chat,direct,fr,30,50,2017,12,201750,201712,,,,,201912,1570,,,,20232,4087
18-12-2017,Chat,direct,fr,42,51,2017,12,201751,201712,,,,,201913,1569,,,,,
18-12-2017,Call,direct,fr,278,51,2017,12,201751,201712,,,,,201914,1349,,,,,
18-12-2017,SMS,direct,fr,202,51,2017,12,201751,201712,,,,,201915,1365,,,,,
19-12-2017,Chat,direct,fr,53,51,2017,12,201751,201712,,,,,201916,1034,,,,,
19-12-2017,Call,direct,fr,298,51,2017,12,201751,201712,,,,,201917,986,,,,,
20-12-2017,Chat,direct,fr,51,51,2017,12,201751,201712,,,,,201918,1463,,,,,
20-12-2017,Call,direct,fr,215,51,2017,12,201751,201712,,,,,201919,885,,,,,
21-12-2017,Chat,direct,fr,43,51,2017,12,201751,201712,,,,,201920,1036,,,,,
21-12-2017,Call,direct,fr,94,51,2017,12,201751,201712,,,,,201921,767,,,,,
22-12-2017,Chat,direct,fr,13,51,2017,12,201751,201712,,,,,201922,885,,,,,
08-01-2018,Call,direct,fr,70,2,2018,1,20182,20181,,,,,201923,894,,,,,
08-01-2018,Chat,direct,fr,27,2,2018,1,20182,20181,,,,,201924,1256,,,,,
08-01-2018,SMS,direct,fr,218,2,2018,1,20182,20181,,,,,201925,556,,,,,
09-01-2018,Call,direct,fr,184,2,2018,1,20182,20181,,,,,201929,262,,,,,
09-01-2018,Chat,direct,fr,22,2,2018,1,20182,20181,,,,,201930,279,,,,,
10-01-2018,Call,direct,fr,200,2,2018,1,20182,20181,,,,,201931,212,,,,,
10-01-2018,Chat,direct,fr,67,2,2018,1,20182,20181,,,,,201936,816,,,,,
11-01-2018,Call,direct,fr,235,2,2018,1,20182,20181,,,,,201937,1460,,,,,
11-01-2018,Chat,direct,fr,44,2,2018,1,20182,20181,,,,,201938,1457,,,,,
12-01-2018,Chat,direct,fr,26,2,2018,1,20182,20181,,,,,201939,1518,,,,,
15-01-2018,Call,direct,fr,263,3,2018,1,20183,20181,,,,,201940,1502,,,,,
15-01-2018,Chat,direct,fr,34,3,2018,1,20183,20181,,,,,201941,1392,,,,,
15-01-2018,SMS,direct,fr,260,3,2018,1,20183,20181,,,,,201942,1181,,,,,
16-01-2018,Call,direct,fr,248,3,2018,1,20183,20181,,,,,201943,1219,,,,,
16-01-2018,Chat,direct,fr,58,3,2018,1,20183,20181,,,,,201944,1736,,,,,
17-01-2018,Call,direct,fr,243,3,2018,1,20183,20181,,,,,201945,1568,,,,,
17-01-2018,Chat,direct,fr,62,3,2018,1,20183,20181,,,,,201946,1173,,,,,
18-01-2018,Call,direct,fr,220,3,2018,1,20183,20181,,,,,201947,1252,,,,,
18-01-2018,Chat,direct,fr,81,3,2018,1,20183,20181,,,,,201948,1398,,,,,
19-01-2018,Chat,direct,fr,38,3,2018,1,20183,20181,,,,,201949,1412,,,,,
22-01-2018,Call,direct,fr,289,4,2018,1,20184,20181,,,,,201950,1469,,,,,
22-01-2018,Chat,direct,fr,52,4,2018,1,20184,20181,,,,,201951,1181,,,,,
22-01-2018,SMS,direct,fr,192,4,2018,1,20184,20181,,,,,20202,985,,,,,
23-01-2018,Call,direct,fr,229,4,2018,1,20184,20181,,,,,20203,1446,,,,,
23-01-2018,Chat,direct,fr,40,4,2018,1,20184,20181,,,,,20204,1424,,,,,
24-01-2018,Call,direct,fr,242,4,2018,1,20184,20181,,,,,20205,1818,,,,,
24-01-2018,Chat,direct,fr,31,4,2018,1,20184,20181,,,,,20206,1069,,,,,
25-01-2018,Call,direct,fr,192,4,2018,1,20184,20181,,,,,20207,961,,,,,
25-01-2018,Chat,direct,fr,33,4,2018,1,20184,20181,,,,,20208,974,,,,,
26-01-2018,Chat,direct,fr,16,4,2018,1,20184,20181,,,,,20209,987,,,,,
29-01-2018,Call,direct,fr,252,5,2018,1,20185,20181,,,,,202010,254,,,,,
29-01-2018,Chat,direct,fr,48,5,2018,1,20185,20181,,,,,202011,897,,,,,
29-01-2018,SMS,direct,fr,279,5,2018,1,20185,20181,,,,,202012,491,,,,,
30-01-2018,Call,direct,fr,248,5,2018,1,20185,20181,,,,,202013,426,,,,,
30-01-2018,Chat,direct,fr,94,5,2018,1,20185,20181,,,,,202014,2557,,,,,
31-01-2018,Call,direct,fr,243,5,2018,1,20185,20181,,,,,202015,1170,,,,,
31-01-2018,Chat,direct,fr,59,5,2018,1,20185,20181,,,,,202016,1005,,,,,
01-02-2018,Call,direct,fr,194,5,2018,2,20185,20182,,,,,202017,1193,,,,,
01-02-2018,Chat,direct,fr,48,5,2018,2,20185,20182,,,,,202018,1773,,,,,
02-02-2018,Chat,direct,fr,47,5,2018,2,20185,20182,,,,,202019,1164,,,,,
05-02-2018,Call,direct,fr,271,6,2018,2,20186,20182,,,,,202020,1501,,,,,
05-02-2018,Chat,direct,fr,43,6,2018,2,20186,20182,,,,,202021,1347,,,,,
05-02-2018,SMS,direct,fr,218,6,2018,2,20186,20182,,,,,202022,1831,,,,,
06-02-2018,Call,direct,fr,217,6,2018,2,20186,20182,,,,,202023,2066,,,,,
06-02-2018,Chat,direct,fr,61,6,2018,2,20186,20182,,,,,202024,1212,,,,,
07-02-2018,Call,direct,fr,192,6,2018,2,20186,20182,,,,,202025,1098,,,,,
07-02-2018,Chat,direct,fr,105,6,2018,2,20186,20182,,,,,202029,41,,,,,
08-02-2018,Call,direct,fr,159,6,2018,2,20186,20182,,,,,202030,44,,,,,
08-02-2018,Chat,direct,fr,66,6,2018,2,20186,20182,,,,,202031,47,,,,,
09-02-2018,Chat,direct,fr,29,6,2018,2,20186,20182,,,,,202036,3,,,,,
12-02-2018,Call,direct,fr,224,7,2018,2,20187,20182,,,,,202037,712,,,,,
12-02-2018,Chat,direct,fr,69,7,2018,2,20187,20182,,,,,202038,971,,,,,
12-02-2018,SMS,direct,fr,139,7,2018,2,20187,20182,,,,,202039,1080,,,,,
13-02-2018,Call,direct,fr,212,7,2018,2,20187,20182,,,,,202040,1288,,,,,
13-02-2018,Chat,direct,fr,97,7,2018,2,20187,20182,,,,,202041,1326,,,,,
14-02-2018,Call,direct,fr,200,7,2018,2,20187,20182,,,,,202042,1012,,,,,
14-02-2018,Chat,direct,fr,70,7,2018,2,20187,20182,,,,,202043,1263,,,,,
15-02-2018,Call,direct,fr,148,7,2018,2,20187,20182,,,,,202044,1463,,,,,
15-02-2018,Chat,direct,fr,60,7,2018,2,20187,20182,,,,,202045,1270,,,,,
16-02-2018,Chat,direct,fr,29,7,2018,2,20187,20182,,,,,202046,1403,,,,,
19-02-2018,Call,direct,fr,245,8,2018,2,20188,20182,,,,,202047,1332,,,,,
19-02-2018,Chat,direct,fr,41,8,2018,2,20188,20182,,,,,202048,1243,,,,,
19-02-2018,SMS,direct,fr,237,8,2018,2,20188,20182,,,,,202049,1431,,,,,
20-02-2018,Call,direct,fr,235,8,2018,2,20188,20182,,,,,202050,1418,,,,,
20-02-2018,Chat,direct,fr,88,8,2018,2,20188,20182,,,,,202051,1078,,,,,
21-02-2018,Call,direct,fr,192,8,2018,2,20188,20182,,,,,20212,410,,,,,
21-02-2018,Chat,direct,fr,55,8,2018,2,20188,20182,,,,,20213,1214,,,,,
22-02-2018,Call,direct,fr,148,8,2018,2,20188,20182,,,,,20214,1089,,,,,
22-02-2018,Chat,direct,fr,62,8,2018,2,20188,20182,,,,,20215,1361,,,,,
23-02-2018,Chat,direct,fr,29,8,2018,2,20188,20182,,,,,20216,1497,,,,,
26-02-2018,Call,direct,fr,244,9,2018,2,20189,20182,,,,,20217,1516,,,,,
26-02-2018,Chat,direct,fr,41,9,2018,2,20189,20182,,,,,20218,1388,,,,,
26-02-2018,SMS,direct,fr,187,9,2018,2,20189,20182,,,,,20219,1510,,,,,
27-02-2018,Call,direct,fr,261,9,2018,2,20189,20182,,,,,202111,757,,,,,
27-02-2018,Chat,direct,fr,83,9,2018,2,20189,20182,,,,,202112,234,,,,,
28-02-2018,Call,direct,fr,239,9,2018,2,20189,20182,,,,,202113,146,,,,,
28-02-2018,Chat,direct,fr,92,9,2018,2,20189,20182,,,,,202114,286,,,,,
01-03-2018,Call,direct,fr,159,9,2018,3,20189,20183,,,,,202115,272,,,,,
01-03-2018,Chat,direct,fr,54,9,2018,3,20189,20183,,,,,202116,457,,,,,
02-03-2018,Chat,direct,fr,12,9,2018,3,20189,20183,,,,,202117,527,,,,,
08-03-2018,Chat,direct,fr,1,10,2018,3,201810,20183,,,,,202118,488,,,,,
09-03-2018,Chat,direct,fr,2,10,2018,3,201810,20183,,,,,202119,429,,,,,
12-03-2018,Call,direct,fr,197,11,2018,3,201811,20183,,,,,202120,496,,,,,
12-03-2018,Chat,direct,fr,43,11,2018,3,201811,20183,,,,,202121,310,,,,,
12-03-2018,SMS,direct,fr,271,11,2018,3,201811,20183,,,,,202122,238,,,,,
13-03-2018,Call,direct,fr,219,11,2018,3,201811,20183,,,,,202123,548,,,,,
13-03-2018,Chat,direct,fr,40,11,2018,3,201811,20183,,,,,202124,434,,,,,
14-03-2018,Call,direct,fr,208,11,2018,3,201811,20183,,,,,202125,511,,,,,
14-03-2018,Chat,direct,fr,94,11,2018,3,201811,20183,,,,,202126,95,,,,,
15-03-2018,Call,direct,fr,166,11,2018,3,201811,20183,,,,,202127,28,,,,,
15-03-2018,Chat,direct,fr,57,11,2018,3,201811,20183,,,,,202128,123,,,,,
16-03-2018,Chat,direct,fr,1,11,2018,3,201811,20183,,,,,202129,189,,,,,
19-03-2018,Call,direct,fr,226,12,2018,3,201812,20183,,,,,202130,229,,,,,
19-03-2018,Chat,direct,fr,89,12,2018,3,201812,20183,,,,,202131,188,,,,,
19-03-2018,SMS,direct,fr,264,12,2018,3,201812,20183,,,,,202132,38,,,,,
20-03-2018,Call,direct,fr,274,12,2018,3,201812,20183,,,,,202133,3,,,,,
20-03-2018,Chat,direct,fr,98,12,2018,3,201812,20183,,,,,202135,22,,,,,
21-03-2018,Call,direct,fr,237,12,2018,3,201812,20183,,,,,202136,54,,,,,
21-03-2018,Chat,direct,fr,86,12,2018,3,201812,20183,,,,,202137,752,,,,,
22-03-2018,Call,direct,fr,195,12,2018,3,201812,20183,,,,,202138,1235,,,,,
22-03-2018,Chat,direct,fr,45,12,2018,3,201812,20183,,,,,202139,1140,,,,,
23-03-2018,Chat,direct,fr,8,12,2018,3,201812,20183,,,,,202140,1361,,,,,
26-03-2018,Call,direct,fr,230,13,2018,3,201813,20183,,,,,202141,1296,,,,,
26-03-2018,Chat,direct,fr,76,13,2018,3,201813,20183,,,,,202142,829,,,,,
26-03-2018,SMS,direct,fr,195,13,2018,3,201813,20183,,,,,202143,1257,,,,,
27-03-2018,Call,direct,fr,232,13,2018,3,201813,20183,,,,,202144,1206,,,,,
27-03-2018,Chat,direct,fr,72,13,2018,3,201813,20183,,,,,202145,1264,,,,,
28-03-2018,Call,direct,fr,178,13,2018,3,201813,20183,,,,,202146,1325,,,,,
28-03-2018,Chat,direct,fr,70,13,2018,3,201813,20183,,,,,202147,1242,,,,,
29-03-2018,Chat,direct,fr,4,13,2018,3,201813,20183,,,,,202148,1156,,,,,
02-04-2018,SMS,direct,fr,206,14,2018,4,201814,20184,,,,,202149,1266,,,,,
03-04-2018,Call,direct,fr,208,14,2018,4,201814,20184,,,,,202150,1263,,,,,
03-04-2018,Chat,direct,fr,56,14,2018,4,201814,20184,,,,,202151,1321,,,,,
04-04-2018,Call,direct,fr,204,14,2018,4,201814,20184,,,,,202152,166,,,,,
04-04-2018,Chat,direct,fr,61,14,2018,4,201814,20184,,,,,20222,1,,,,,
05-04-2018,Call,direct,fr,169,14,2018,4,201814,20184,,,,,20223,933,,,,,
05-04-2018,Chat,direct,fr,70,14,2018,4,201814,20184,,,,,20224,1241,,,,,
06-04-2018,Chat,direct,fr,9,14,2018,4,201814,20184,,,,,20225,1201,,,,,
09-04-2018,Call,direct,fr,273,15,2018,4,201815,20184,,,,,20226,1368,,,,,
09-04-2018,Chat,direct,fr,74,15,2018,4,201815,20184,,,,,20227,1264,,,,,
09-04-2018,SMS,direct,fr,284,15,2018,4,201815,20184,,,,,20228,1212,,,,,
10-04-2018,Call,direct,fr,239,15,2018,4,201815,20184,,,,,20229,1220,,,,,
10-04-2018,Chat,direct,fr,89,15,2018,4,201815,20184,,,,,202210,642,,,,,
11-04-2018,Call,direct,fr,207,15,2018,4,201815,20184,,,,,202211,950,,,,,
11-04-2018,Chat,direct,fr,87,15,2018,4,201815,20184,,,,,202212,1141,,,,,
12-04-2018,Call,direct,fr,183,15,2018,4,201815,20184,,,,,202213,1106,,,,,
12-04-2018,Chat,direct,fr,82,15,2018,4,201815,20184,,,,,202214,1303,,,,,
13-04-2018,Chat,direct,fr,3,15,2018,4,201815,20184,,,,,202215,1129,,,,,
16-04-2018,Call,direct,fr,170,16,2018,4,201816,20184,,,,,202216,953,,,,,
16-04-2018,Chat,direct,fr,75,16,2018,4,201816,20184,,,,,202217,700,,,,,
16-04-2018,SMS,direct,fr,215,16,2018,4,201816,20184,,,,,202218,1128,,,,,
17-04-2018,Call,direct,fr,231,16,2018,4,201816,20184,,,,,202219,1072,,,,,
17-04-2018,Chat,direct,fr,84,16,2018,4,201816,20184,,,,,202220,1031,,,,,
18-04-2018,Call,direct,fr,210,16,2018,4,201816,20184,,,,,202221,1053,,,,,
18-04-2018,Chat,direct,fr,82,16,2018,4,201816,20184,,,,,202222,777,,,,,
19-04-2018,Call,direct,fr,117,16,2018,4,201816,20184,,,,,202223,1050,,,,,
19-04-2018,Chat,direct,fr,77,16,2018,4,201816,20184,,,,,202224,1094,,,,,
20-04-2018,Chat,direct,fr,10,16,2018,4,201816,20184,,,,,202225,1480,,,,,
23-04-2018,Call,direct,fr,174,17,2018,4,201817,20184,,,,,202226,344,,,,,
23-04-2018,Chat,direct,fr,41,17,2018,4,201817,20184,,,,,202228,22,,,,,
23-04-2018,SMS,direct,fr,266,17,2018,4,201817,20184,,,,,202229,145,,,,,
24-04-2018,Call,direct,fr,206,17,2018,4,201817,20184,,,,,202230,114,,,,,
24-04-2018,Chat,direct,fr,67,17,2018,4,201817,20184,,,,,202231,116,,,,,
25-04-2018,Call,direct,fr,197,17,2018,4,201817,20184,,,,,202232,5,,,,,
25-04-2018,Chat,direct,fr,78,17,2018,4,201817,20184,,,,,202237,708,,,,,
26-04-2018,Call,direct,fr,167,17,2018,4,201817,20184,,,,,202238,1125,,,,,
26-04-2018,Chat,direct,fr,51,17,2018,4,201817,20184,,,,,202239,1245,,,,,
27-04-2018,Chat,direct,fr,6,17,2018,4,201817,20184,,,,,202240,1320,,,,,
30-04-2018,Call,direct,fr,247,18,2018,4,201818,20184,,,,,202241,1138,,,,,
30-04-2018,Chat,direct,fr,121,18,2018,4,201818,20184,,,,,202242,881,,,,,
30-04-2018,SMS,direct,fr,220,18,2018,4,201818,20184,,,,,202243,1363,,,,,
01-05-2018,Call,direct,fr,202,18,2018,5,201818,20185,,,,,202244,1573,,,,,
01-05-2018,Chat,direct,fr,58,18,2018,5,201818,20185,,,,,202245,1410,,,,,
02-05-2018,Call,direct,fr,246,18,2018,5,201818,20185,,,,,202246,1449,,,,,
02-05-2018,Chat,direct,fr,67,18,2018,5,201818,20185,,,,,202247,1418,,,,,
03-05-2018,Call,direct,fr,143,18,2018,5,201818,20185,,,,,202248,1316,,,,,
03-05-2018,Chat,direct,fr,71,18,2018,5,201818,20185,,,,,202249,1307,,,,,
04-05-2018,Chat,direct,fr,5,18,2018,5,201818,20185,,,,,202250,1193,,,,,
07-05-2018,Call,direct,fr,201,19,2018,5,201819,20185,,,,,202251,1213,,,,,
07-05-2018,Chat,direct,fr,99,19,2018,5,201819,20185,,,,,202252,954,,,,,
07-05-2018,SMS,direct,fr,260,19,2018,5,201819,20185,,,,,20232,785,,,,,
08-05-2018,Call,direct,fr,195,19,2018,5,201819,20185,,,,,20233,1568,,,,,
08-05-2018,Chat,direct,fr,80,19,2018,5,201819,20185,,,,,20234,1304,,,,,
09-05-2018,Call,direct,fr,194,19,2018,5,201819,20185,,,,,20235,1180,,,,,
09-05-2018,Chat,direct,fr,86,19,2018,5,201819,20185,,,,,20236,1348,,,,,
10-05-2018,Call,direct,fr,163,19,2018,5,201819,20185,,,,,20237,1099,,,,,
10-05-2018,Chat,direct,fr,37,19,2018,5,201819,20185,,,,,20238,1251,,,,,
11-05-2018,Chat,direct,fr,6,19,2018,5,201819,20185,,,,,20239,1,,,,,
14-05-2018,Call,direct,fr,230,20,2018,5,201820,20185,,,,,,,,,,,
14-05-2018,Chat,direct,fr,48,20,2018,5,201820,20185,,,,,,,,,,,
14-05-2018,SMS,direct,fr,232,20,2018,5,201820,20185,,,,,,,,,,,
15-05-2018,Call,direct,fr,175,20,2018,5,201820,20185,,,,,,,,,,,
15-05-2018,Chat,direct,fr,75,20,2018,5,201820,20185,,,,,,,,,,,
16-05-2018,Call,direct,fr,182,20,2018,5,201820,20185,,,,,,,,,,,
16-05-2018,Chat,direct,fr,101,20,2018,5,201820,20185,,,,,,,,,,,
17-05-2018,Call,direct,fr,152,20,2018,5,201820,20185,,,,,,,,,,,
17-05-2018,Chat,direct,fr,53,20,2018,5,201820,20185,,,,,,,,,,,
18-05-2018,Chat,direct,fr,1,20,2018,5,201820,20185,,,,,,,,,,,
21-05-2018,SMS,direct,fr,264,21,2018,5,201821,20185,,,,,,,,,,,
22-05-2018,Call,direct,fr,188,21,2018,5,201821,20185,,,,,,,,,,,
22-05-2018,Chat,direct,fr,84,21,2018,5,201821,20185,,,,,,,,,,,
23-05-2018,Call,direct,fr,193,21,2018,5,201821,20185,,,,,,,,,,,
23-05-2018,Chat,direct,fr,59,21,2018,5,201821,20185,,,,,,,,,,,
24-05-2018,Call,direct,fr,162,21,2018,5,201821,20185,,,,,,,,,,,
24-05-2018,Chat,direct,fr,108,21,2018,5,201821,20185,,,,,,,,,,,
25-05-2018,Chat,direct,fr,12,21,2018,5,201821,20185,,,,,,,,,,,
28-05-2018,Call,direct,fr,211,22,2018,5,201822,20185,,,,,,,,,,,
28-05-2018,Chat,direct,fr,70,22,2018,5,201822,20185,,,,,,,,,,,
28-05-2018,SMS,direct,fr,189,22,2018,5,201822,20185,,,,,,,,,,,
29-05-2018,Call,direct,fr,198,22,2018,5,201822,20185,,,,,,,,,,,
29-05-2018,Chat,direct,fr,81,22,2018,5,201822,20185,,,,,,,,,,,
30-05-2018,Call,direct,fr,189,22,2018,5,201822,20185,,,,,,,,,,,
30-05-2018,Chat,direct,fr,84,22,2018,5,201822,20185,,,,,,,,,,,
31-05-2018,Call,direct,fr,151,22,2018,5,201822,20185,,,,,,,,,,,
31-05-2018,Chat,direct,fr,66,22,2018,5,201822,20185,,,,,,,,,,,
01-06-2018,Chat,direct,fr,3,22,2018,6,201822,20186,,,,,,,,,,,
04-06-2018,Call,direct,fr,216,23,2018,6,201823,20186,,,,,,,,,,,
04-06-2018,Chat,direct,fr,80,23,2018,6,201823,20186,,,,,,,,,,,
04-06-2018,SMS,direct,fr,301,23,2018,6,201823,20186,,,,,,,,,,,
05-06-2018,Call,direct,fr,177,23,2018,6,201823,20186,,,,,,,,,,,
05-06-2018,Chat,direct,fr,82,23,2018,6,201823,20186,,,,,,,,,,,
06-06-2018,Call,direct,fr,172,23,2018,6,201823,20186,,,,,,,,,,,
06-06-2018,Chat,direct,fr,69,23,2018,6,201823,20186,,,,,,,,,,,
07-06-2018,Call,direct,fr,163,23,2018,6,201823,20186,,,,,,,,,,,
07-06-2018,Chat,direct,fr,95,23,2018,6,201823,20186,,,,,,,,,,,
08-06-2018,Chat,direct,fr,5,23,2018,6,201823,20186,,,,,,,,,,,
11-06-2018,Call,direct,fr,240,24,2018,6,201824,20186,,,,,,,,,,,
11-06-2018,Chat,direct,fr,80,24,2018,6,201824,20186,,,,,,,,,,,
11-06-2018,SMS,direct,fr,396,24,2018,6,201824,20186,,,,,,,,,,,
12-06-2018,Call,direct,fr,255,24,2018,6,201824,20186,,,,,,,,,,,
12-06-2018,Chat,direct,fr,114,24,2018,6,201824,20186,,,,,,,,,,,
13-06-2018,Call,direct,fr,231,24,2018,6,201824,20186,,,,,,,,,,,
13-06-2018,Chat,direct,fr,98,24,2018,6,201824,20186,,,,,,,,,,,
14-06-2018,Call,direct,fr,145,24,2018,6,201824,20186,,,,,,,,,,,
14-06-2018,Chat,direct,fr,96,24,2018,6,201824,20186,,,,,,,,,,,
15-06-2018,Chat,direct,fr,18,24,2018,6,201824,20186,,,,,,,,,,,
18-06-2018,Call,direct,fr,130,25,2018,6,201825,20186,,,,,,,,,,,
18-06-2018,Chat,direct,fr,68,25,2018,6,201825,20186,,,,,,,,,,,
18-06-2018,SMS,direct,fr,114,25,2018,6,201825,20186,,,,,,,,,,,
19-06-2018,Call,direct,fr,84,25,2018,6,201825,20186,,,,,,,,,,,
19-06-2018,Chat,direct,fr,54,25,2018,6,201825,20186,,,,,,,,,,,
20-06-2018,Call,direct,fr,52,25,2018,6,201825,20186,,,,,,,,,,,
20-06-2018,Chat,direct,fr,32,25,2018,6,201825,20186,,,,,,,,,,,
21-06-2018,Call,direct,fr,7,25,2018,6,201825,20186,,,,,,,,,,,
21-06-2018,Chat,direct,fr,16,25,2018,6,201825,20186,,,,,,,,,,,
09-07-2018,Call,direct,fr,14,28,2018,7,201828,20187,,,,,,,,,,,
09-07-2018,Chat,direct,fr,12,28,2018,7,201828,20187,,,,,,,,,,,
