Date,Service,Direction,Langue,Record_count
02-10-2019,Chat,direct,fr,99
02-10-2019,Call,direct,fr,253
03-10-2019,Chat,direct,fr,50
03-10-2019,Call,direct,fr,166
04-10-2019,Chat,direct,fr,4
07-10-2019,Chat,direct,fr,73
07-10-2019,Call,direct,fr,272
07-10-2019,SMS,direct,fr,241
08-10-2019,Chat,direct,fr,79
08-10-2019,Call,direct,fr,206
09-10-2019,Chat,direct,fr,69
09-10-2019,Call,direct,fr,221
10-10-2019,Chat,direct,fr,54
10-10-2019,Call,direct,fr,175
11-10-2019,Chat,direct,fr,2
14-10-2019,SMS,direct,fr,229
15-10-2019,Chat,direct,fr,84
15-10-2019,Call,direct,fr,254
16-10-2019,Chat,direct,fr,76
16-10-2019,Call,direct,fr,251
17-10-2019,Chat,direct,fr,70
17-10-2019,Call,direct,fr,214
18-10-2019,Chat,direct,fr,3
21-10-2019,SMS,direct,fr,227
22-10-2019,Chat,direct,fr,65
22-10-2019,Call,direct,fr,310
23-10-2019,Chat,direct,fr,97
23-10-2019,Call,direct,fr,245
24-10-2019,Chat,direct,fr,82
24-10-2019,Call,direct,fr,191
25-10-2019,Chat,direct,fr,2
28-10-2019,Chat,direct,fr,102
28-10-2019,Call,direct,fr,264
28-10-2019,SMS,direct,fr,269
29-10-2019,Chat,direct,fr,64
29-10-2019,Call,direct,fr,236
30-10-2019,Chat,direct,fr,84
30-10-2019,Call,direct,fr,420
31-10-2019,Chat,direct,fr,65
31-10-2019,Call,direct,fr,230
01-11-2019,Chat,direct,fr,2
04-11-2019,Chat,direct,fr,34
04-11-2019,SMS,direct,fr,301
04-11-2019,Call,direct,fr,253
05-11-2019,Chat,direct,fr,120
05-11-2019,Call,direct,fr,254
06-11-2019,Chat,direct,fr,91
06-11-2019,Call,direct,fr,237
07-11-2019,Chat,direct,fr,71
07-11-2019,Call,direct,fr,183
08-11-2019,Chat,direct,fr,24
11-11-2019,Chat,direct,fr,37
11-11-2019,SMS,direct,fr,191
11-11-2019,Call,direct,fr,196
12-11-2019,Chat,direct,fr,74
12-11-2019,Call,direct,fr,212
13-11-2019,Chat,direct,fr,72
13-11-2019,Call,direct,fr,181
14-11-2019,Chat,direct,fr,51
14-11-2019,Call,direct,fr,140
15-11-2019,Chat,direct,fr,19
18-11-2019,Chat,direct,fr,44
18-11-2019,SMS,direct,fr,196
18-11-2019,Call,direct,fr,244
19-11-2019,Chat,direct,fr,60
19-11-2019,Call,direct,fr,180
20-11-2019,Chat,direct,fr,71
20-11-2019,Call,direct,fr,213
21-11-2019,Chat,direct,fr,66
21-11-2019,Call,direct,fr,154
22-11-2019,Chat,direct,fr,24
25-11-2019,Chat,direct,fr,46
25-11-2019,SMS,direct,fr,261
25-11-2019,Call,direct,fr,230
26-11-2019,Chat,direct,fr,65
26-11-2019,Call,direct,fr,209
27-11-2019,Chat,direct,fr,74
27-11-2019,Call,direct,fr,254
28-11-2019,Chat,direct,fr,79
28-11-2019,Call,direct,fr,154
29-11-2019,Chat,direct,fr,26
02-12-2019,SMS,direct,fr,256
02-12-2019,Chat,direct,fr,54
02-12-2019,Call,direct,fr,227
03-12-2019,Chat,direct,fr,74
03-12-2019,Call,direct,fr,240
04-12-2019,Chat,direct,fr,97
04-12-2019,Call,direct,fr,222
05-12-2019,Chat,direct,fr,57
05-12-2019,Call,direct,fr,163
06-12-2019,Chat,direct,fr,22
09-12-2019,Chat,direct,fr,42
09-12-2019,SMS,direct,fr,269
09-12-2019,Call,direct,fr,270
10-12-2019,Chat,direct,fr,78
10-12-2019,Call,direct,fr,237
11-12-2019,Chat,direct,fr,79
11-12-2019,Call,direct,fr,199
12-12-2019,Chat,direct,fr,76
12-12-2019,Call,direct,fr,205
13-12-2019,Chat,direct,fr,14
16-12-2019,Chat,direct,fr,38
16-12-2019,SMS,direct,fr,233
16-12-2019,Call,direct,fr,233
17-12-2019,Chat,direct,fr,78
17-12-2019,Call,direct,fr,187
18-12-2019,Chat,direct,fr,82
18-12-2019,Call,direct,fr,207
19-12-2019,Chat,direct,fr,34
19-12-2019,Call,direct,fr,77
20-12-2019,Chat,direct,fr,12
06-01-2020,SMS,direct,fr,228
07-01-2020,Chat,direct,fr,44
07-01-2020,Call,direct,fr,167
08-01-2020,Chat,direct,fr,72
08-01-2020,Call,direct,fr,207
09-01-2020,Chat,direct,fr,52
09-01-2020,Call,direct,fr,190
10-01-2020,Chat,direct,fr,25
13-01-2020,Chat,direct,fr,44
13-01-2020,SMS,direct,fr,265
13-01-2020,Call,direct,fr,244
14-01-2020,Chat,direct,fr,84
14-01-2020,Call,direct,fr,233
15-01-2020,Chat,direct,fr,70
15-01-2020,Call,direct,fr,182
16-01-2020,Chat,direct,fr,78
16-01-2020,Call,direct,fr,220
17-01-2020,Chat,direct,fr,26
20-01-2020,Chat,direct,fr,33
20-01-2020,Call,direct,fr,239
20-01-2020,SMS,direct,fr,254
21-01-2020,Chat,direct,fr,105
21-01-2020,Call,direct,fr,216
22-01-2020,Chat,direct,fr,80
22-01-2020,Call,direct,fr,254
23-01-2020,Chat,direct,fr,80
23-01-2020,Call,direct,fr,142
24-01-2020,Chat,direct,fr,21
27-01-2020,Chat,direct,fr,47
27-01-2020,SMS,direct,fr,246
27-01-2020,Call,direct,fr,254
28-01-2020,Chat,direct,fr,85
28-01-2020,Call,direct,fr,218
29-01-2020,Chat,direct,fr,59
29-01-2020,Call,direct,fr,219
30-01-2020,Chat,direct,fr,63
30-01-2020,Call,direct,fr,194
31-01-2020,Chat,direct,fr,29
01-02-2020,SMS,direct,fr,404
03-02-2020,Chat,direct,fr,51
03-02-2020,Call,direct,fr,236
04-02-2020,Chat,direct,fr,80
04-02-2020,Call,direct,fr,201
05-02-2020,Chat,direct,fr,69
05-02-2020,Call,direct,fr,212
06-02-2020,Chat,direct,fr,66
06-02-2020,Call,direct,fr,137
07-02-2020,Chat,direct,fr,17
10-02-2020,Chat,direct,fr,41
10-02-2020,Call,direct,fr,200
11-02-2020,Chat,direct,fr,78
11-02-2020,Call,direct,fr,193
12-02-2020,Chat,direct,fr,66
12-02-2020,Call,direct,fr,190
13-02-2020,Chat,direct,fr,47
13-02-2020,Call,direct,fr,124
14-02-2020,Chat,direct,fr,22
17-02-2020,Chat,direct,fr,38
17-02-2020,Call,direct,fr,204
18-02-2020,Chat,direct,fr,50
18-02-2020,Call,direct,fr,231
19-02-2020,Chat,direct,fr,56
19-02-2020,Call,direct,fr,185
20-02-2020,Chat,direct,fr,39
20-02-2020,Call,direct,fr,155
21-02-2020,Chat,direct,fr,16
24-02-2020,Chat,direct,fr,48
24-02-2020,Call,direct,fr,222
25-02-2020,Chat,direct,fr,39
25-02-2020,Call,direct,fr,198
26-02-2020,Chat,direct,fr,64
26-02-2020,Call,direct,fr,196
27-02-2020,Chat,direct,fr,57
27-02-2020,Call,direct,fr,150
28-02-2020,Chat,direct,fr,13
01-03-2020,SMS,direct,fr,254
09-03-2020,Chat,direct,fr,53
09-03-2020,Call,direct,fr,131
10-03-2020,Chat,direct,fr,70
10-03-2020,Call,direct,fr,167
11-03-2020,Chat,direct,fr,75
11-03-2020,Call,direct,fr,184
12-03-2020,Chat,direct,fr,56
12-03-2020,Call,direct,fr,144
13-03-2020,Chat,direct,fr,2
13-03-2020,Call,direct,fr,15
16-03-2020,Chat,direct,fr,49
16-03-2020,Call,direct,fr,56
17-03-2020,Chat,direct,fr,125
17-03-2020,Call,direct,fr,51
18-03-2020,Chat,direct,fr,81
18-03-2020,Call,direct,fr,39
19-03-2020,Chat,direct,fr,40
19-03-2020,Call,direct,fr,42
20-03-2020,Chat,direct,fr,8
23-03-2020,Chat,direct,fr,82
23-03-2020,Call,direct,fr,61
24-03-2020,Chat,direct,fr,61
24-03-2020,Call,direct,fr,43
25-03-2020,Chat,direct,fr,36
25-03-2020,Call,direct,fr,54
26-03-2020,Chat,direct,fr,34
26-03-2020,Call,direct,fr,54
27-03-2020,Chat,direct,fr,1
30-03-2020,Chat,direct,fr,241
30-03-2020,Call,direct,fr,182
31-03-2020,Chat,direct,fr,218
31-03-2020,Call,direct,fr,182
01-04-2020,Chat,direct,fr,199
01-04-2020,SMS,direct,fr,787
01-04-2020,Call,direct,fr,177
02-04-2020,Chat,direct,fr,204
02-04-2020,Call,direct,fr,183
03-04-2020,Chat,direct,fr,89
03-04-2020,Call,direct,fr,95
06-04-2020,Chat,direct,fr,189
06-04-2020,Call,direct,fr,157
07-04-2020,Chat,direct,fr,152
07-04-2020,Call,direct,fr,133
08-04-2020,Chat,direct,fr,145
08-04-2020,Call,direct,fr,143
09-04-2020,Chat,direct,fr,115
09-04-2020,Call,direct,fr,135
10-04-2020,Chat,direct,fr,1
14-04-2020,Chat,direct,fr,124
14-04-2020,Call,direct,fr,122
15-04-2020,Chat,direct,fr,137
15-04-2020,Call,direct,fr,144
16-04-2020,Chat,direct,fr,127
16-04-2020,Call,direct,fr,149
17-04-2020,Chat,direct,fr,119
17-04-2020,Call,direct,fr,83
20-04-2020,Chat,direct,fr,138
20-04-2020,Call,direct,fr,125
21-04-2020,Chat,direct,fr,125
21-04-2020,Call,direct,fr,142
22-04-2020,Chat,direct,fr,116
22-04-2020,Call,direct,fr,148
23-04-2020,Chat,direct,fr,136
23-04-2020,Call,direct,fr,119
24-04-2020,Chat,direct,fr,70
24-04-2020,Call,direct,fr,74
27-04-2020,Chat,direct,fr,106
27-04-2020,Call,direct,fr,112
28-04-2020,Chat,direct,fr,97
28-04-2020,Call,direct,fr,110
29-04-2020,Chat,direct,fr,121
29-04-2020,Call,direct,fr,113
30-04-2020,Chat,direct,fr,119
30-04-2020,Call,direct,fr,128
01-05-2020,Chat,direct,fr,92
01-05-2020,Call,direct,fr,91
01-05-2020,SMS,direct,fr,684
04-05-2020,Chat,direct,fr,108
04-05-2020,Call,direct,fr,133
05-05-2020,Chat,direct,fr,112
05-05-2020,Call,direct,fr,114
06-05-2020,Chat,direct,fr,124
06-05-2020,Call,direct,fr,131
07-05-2020,Chat,direct,fr,125
07-05-2020,Call,direct,fr,134
08-05-2020,Chat,direct,fr,114
08-05-2020,Call,direct,fr,69
11-05-2020,Chat,direct,fr,142
11-05-2020,Call,direct,fr,157
12-05-2020,Chat,direct,fr,158
12-05-2020,Call,direct,fr,171
13-05-2020,Chat,direct,fr,135
13-05-2020,Call,direct,fr,193
14-05-2020,Chat,direct,fr,132
14-05-2020,Call,direct,fr,179
15-05-2020,Chat,direct,fr,116
15-05-2020,Call,direct,fr,118
19-05-2020,Chat,direct,fr,158
19-05-2020,Call,direct,fr,197
20-05-2020,Chat,direct,fr,165
20-05-2020,Call,direct,fr,193
21-05-2020,Chat,direct,fr,173
21-05-2020,Call,direct,fr,202
22-05-2020,Chat,direct,fr,92
22-05-2020,Call,direct,fr,167
25-05-2020,Chat,direct,fr,184
25-05-2020,Call,direct,fr,246
26-05-2020,Chat,direct,fr,141
26-05-2020,Call,direct,fr,228
27-05-2020,Chat,direct,fr,134
27-05-2020,Call,direct,fr,215
28-05-2020,Chat,direct,fr,148
28-05-2020,Call,direct,fr,271
29-05-2020,Chat,direct,fr,90
29-05-2020,Call,direct,fr,174
01-06-2020,Call,direct,fr,268
01-06-2020,SMS,direct,fr,763
02-06-2020,Call,direct,fr,264
03-06-2020,Call,direct,fr,300
04-06-2020,Call,direct,fr,307
05-06-2020,Call,direct,fr,164
08-06-2020,Call,direct,fr,261
09-06-2020,Call,direct,fr,256
10-06-2020,Call,direct,fr,260
11-06-2020,Call,direct,fr,256
12-06-2020,Call,direct,fr,179
15-06-2020,Call,direct,fr,272
16-06-2020,Call,direct,fr,296
17-06-2020,Call,direct,fr,285
18-06-2020,Call,direct,fr,245
13-07-2020,SMS,direct,fr,5
13-07-2020,Call,direct,fr,3
14-07-2020,SMS,direct,fr,1
14-07-2020,Call,direct,fr,8
15-07-2020,SMS,direct,fr,2
15-07-2020,Call,direct,fr,6
16-07-2020,SMS,direct,fr,7
16-07-2020,Call,direct,fr,9
20-07-2020,SMS,direct,fr,2
20-07-2020,Call,direct,fr,10
21-07-2020,SMS,direct,fr,4
21-07-2020,Call,direct,fr,8
22-07-2020,Call,direct,fr,13
23-07-2020,Call,direct,fr,7
27-07-2020,SMS,direct,fr,2
27-07-2020,Call,direct,fr,8
28-07-2020,SMS,direct,fr,3
28-07-2020,Call,direct,fr,8
29-07-2020,SMS,direct,fr,5
29-07-2020,Call,direct,fr,12
30-07-2020,SMS,direct,fr,1
30-07-2020,Call,direct,fr,8
02-09-2020,Chat,direct,fr,2
04-09-2020,Chat,direct,fr,1
08-09-2020,SMS,direct,fr,74
08-09-2020,Call,direct,fr,158
09-09-2020,SMS,direct,fr,88
09-09-2020,Call,direct,fr,172
10-09-2020,SMS,direct,fr,84
10-09-2020,Call,direct,fr,136
14-09-2020,SMS,direct,fr,87
14-09-2020,Call,direct,fr,168
15-09-2020,SMS,direct,fr,102
15-09-2020,Call,direct,fr,196
16-09-2020,SMS,direct,fr,82
16-09-2020,Call,direct,fr,172
17-09-2020,SMS,direct,fr,39
17-09-2020,Call,direct,fr,125
21-09-2020,SMS,direct,fr,62
21-09-2020,Call,direct,fr,213
22-09-2020,SMS,direct,fr,71
22-09-2020,Call,direct,fr,219
23-09-2020,SMS,direct,fr,107
23-09-2020,Call,direct,fr,179
24-09-2020,SMS,direct,fr,85
24-09-2020,Call,direct,fr,144
28-09-2020,SMS,direct,fr,86
28-09-2020,Call,direct,fr,206
29-09-2020,SMS,direct,fr,130
29-09-2020,Call,direct,fr,218
30-09-2020,SMS,direct,fr,109
30-09-2020,Call,direct,fr,240
01-10-2020,SMS,direct,fr,110
01-10-2020,Call,direct,fr,185
02-10-2020,Chat,direct,fr,1
02-10-2020,Call,direct,fr,3
05-10-2020,SMS,direct,fr,114
05-10-2020,Chat,direct,fr,1
05-10-2020,Call,direct,fr,249
06-10-2020,SMS,direct,fr,133
06-10-2020,Chat,direct,fr,29
06-10-2020,Call,direct,fr,214
07-10-2020,SMS,direct,fr,106
07-10-2020,Chat,direct,fr,2
07-10-2020,Call,direct,fr,207
08-10-2020,SMS,direct,fr,105
08-10-2020,Chat,direct,fr,17
08-10-2020,Call,direct,fr,149
13-10-2020,SMS,direct,fr,127
13-10-2020,Chat,direct,fr,28
13-10-2020,Call,direct,fr,227
14-10-2020,SMS,direct,fr,86
14-10-2020,Chat,direct,fr,18
14-10-2020,Call,direct,fr,215
15-10-2020,SMS,direct,fr,114
15-10-2020,Chat,direct,fr,9
15-10-2020,Call,direct,fr,188
19-10-2020,SMS,direct,fr,104
19-10-2020,Chat,direct,fr,17
19-10-2020,Call,direct,fr,220
20-10-2020,SMS,direct,fr,99
20-10-2020,Chat,direct,fr,22
20-10-2020,Call,direct,fr,195
21-10-2020,SMS,direct,fr,127
21-10-2020,Call,direct,fr,248
22-10-2020,SMS,direct,fr,73
22-10-2020,Chat,direct,fr,8
22-10-2020,Call,direct,fr,150
26-10-2020,SMS,direct,fr,149
26-10-2020,Chat,direct,fr,33
26-10-2020,Call,direct,fr,236
27-10-2020,SMS,direct,fr,105
27-10-2020,Chat,direct,fr,25
27-10-2020,Call,direct,fr,227
28-10-2020,SMS,direct,fr,103
28-10-2020,Chat,direct,fr,46
28-10-2020,Call,direct,fr,236
29-10-2020,SMS,direct,fr,76
29-10-2020,Chat,direct,fr,45
29-10-2020,Call,direct,fr,181
30-10-2020,Chat,direct,fr,1
02-11-2020,SMS,direct,fr,86
02-11-2020,Chat,direct,fr,28
02-11-2020,Call,direct,fr,211
03-11-2020,SMS,direct,fr,123
03-11-2020,Chat,direct,fr,32
03-11-2020,Call,direct,fr,209
04-11-2020,SMS,direct,fr,64
04-11-2020,Chat,direct,fr,45
04-11-2020,Call,direct,fr,237
05-11-2020,SMS,direct,fr,50
05-11-2020,Chat,direct,fr,21
05-11-2020,Call,direct,fr,152
06-11-2020,Chat,direct,fr,12
09-11-2020,SMS,direct,fr,117
09-11-2020,Chat,direct,fr,28
09-11-2020,Call,direct,fr,249
10-11-2020,SMS,direct,fr,94
10-11-2020,Chat,direct,fr,33
10-11-2020,Call,direct,fr,189
11-11-2020,SMS,direct,fr,77
11-11-2020,Chat,direct,fr,49
11-11-2020,Call,direct,fr,221
12-11-2020,SMS,direct,fr,98
12-11-2020,Chat,direct,fr,39
12-11-2020,Call,direct,fr,191
13-11-2020,Chat,direct,fr,18
16-11-2020,SMS,direct,fr,128
16-11-2020,Chat,direct,fr,14
16-11-2020,Call,direct,fr,203
17-11-2020,SMS,direct,fr,102
17-11-2020,Chat,direct,fr,43
17-11-2020,Call,direct,fr,239
18-11-2020,SMS,direct,fr,62
18-11-2020,Chat,direct,fr,50
18-11-2020,Call,direct,fr,202
19-11-2020,SMS,direct,fr,86
19-11-2020,Chat,direct,fr,38
19-11-2020,Call,direct,fr,150
20-11-2020,Chat,direct,fr,15
23-11-2020,SMS,direct,fr,65
23-11-2020,Chat,direct,fr,33
23-11-2020,Call,direct,fr,224
24-11-2020,SMS,direct,fr,113
24-11-2020,Chat,direct,fr,44
24-11-2020,Call,direct,fr,196
25-11-2020,SMS,direct,fr,64
25-11-2020,Chat,direct,fr,37
25-11-2020,Call,direct,fr,171
26-11-2020,SMS,direct,fr,86
26-11-2020,Chat,direct,fr,41
26-11-2020,Call,direct,fr,157
27-11-2020,Chat,direct,fr,12
30-11-2020,SMS,direct,fr,106
30-11-2020,Chat,direct,fr,26
30-11-2020,Call,direct,fr,199
01-12-2020,SMS,direct,fr,119
01-12-2020,Chat,direct,fr,59
01-12-2020,Call,direct,fr,225
02-12-2020,SMS,direct,fr,84
02-12-2020,Chat,direct,fr,47
02-12-2020,Call,direct,fr,206
03-12-2020,SMS,direct,fr,127
03-12-2020,Chat,direct,fr,43
03-12-2020,Call,direct,fr,171
04-12-2020,SMS,direct,fr,2
04-12-2020,Chat,direct,fr,17
07-12-2020,SMS,direct,fr,151
07-12-2020,Chat,direct,fr,28
07-12-2020,Call,direct,fr,240
08-12-2020,SMS,direct,fr,88
08-12-2020,Chat,direct,fr,26
08-12-2020,Call,direct,fr,220
09-12-2020,SMS,direct,fr,100
09-12-2020,Chat,direct,fr,41
09-12-2020,Call,direct,fr,227
10-12-2020,SMS,direct,fr,73
10-12-2020,Chat,direct,fr,43
10-12-2020,Call,direct,fr,165
11-12-2020,Chat,direct,fr,16
14-12-2020,SMS,direct,fr,143
14-12-2020,Chat,direct,fr,28
14-12-2020,Call,direct,fr,224
15-12-2020,SMS,direct,fr,95
15-12-2020,Chat,direct,fr,33
15-12-2020,Call,direct,fr,195
16-12-2020,SMS,direct,fr,52
16-12-2020,Chat,direct,fr,27
16-12-2020,Call,direct,fr,85
17-12-2020,SMS,direct,fr,53
17-12-2020,Chat,direct,fr,28
17-12-2020,Call,direct,fr,107
18-12-2020,Chat,direct,fr,8
06-01-2021,SMS,direct,fr,18
06-01-2021,Chat,direct,fr,29
06-01-2021,Call,direct,fr,148
07-01-2021,SMS,direct,fr,48
07-01-2021,Chat,direct,fr,43
07-01-2021,Call,direct,fr,113
08-01-2021,Chat,direct,fr,11
11-01-2021,SMS,direct,fr,96
11-01-2021,Chat,direct,fr,26
11-01-2021,Call,direct,fr,191
12-01-2021,SMS,direct,fr,59
12-01-2021,Chat,direct,fr,27
12-01-2021,Call,direct,fr,166
13-01-2021,SMS,direct,fr,78
13-01-2021,Chat,direct,fr,46
13-01-2021,Call,direct,fr,187
14-01-2021,SMS,direct,fr,92
14-01-2021,Chat,direct,fr,49
14-01-2021,Call,direct,fr,178
15-01-2021,Chat,direct,fr,19
18-01-2021,SMS,direct,fr,81
18-01-2021,Chat,direct,fr,24
18-01-2021,Call,direct,fr,174
19-01-2021,SMS,direct,fr,63
19-01-2021,Chat,direct,fr,40
19-01-2021,Call,direct,fr,168
20-01-2021,SMS,direct,fr,62
20-01-2021,Chat,direct,fr,54
20-01-2021,Call,direct,fr,181
21-01-2021,SMS,direct,fr,48
21-01-2021,Chat,direct,fr,29
21-01-2021,Call,direct,fr,149
22-01-2021,Chat,direct,fr,16
25-01-2021,SMS,direct,fr,102
25-01-2021,Chat,direct,fr,42
25-01-2021,Call,direct,fr,196
26-01-2021,SMS,direct,fr,110
26-01-2021,Chat,direct,fr,35
26-01-2021,Call,direct,fr,221
27-01-2021,SMS,direct,fr,100
27-01-2021,Chat,direct,fr,51
27-01-2021,Call,direct,fr,200
28-01-2021,SMS,direct,fr,73
28-01-2021,Chat,direct,fr,51
28-01-2021,Call,direct,fr,155
29-01-2021,Chat,direct,fr,25
31-01-2021,SMS,direct,fr,68
31-01-2021,Chat,direct,fr,19
31-01-2021,Call,direct,fr,70
01-02-2021,SMS,direct,fr,91
01-02-2021,Chat,direct,fr,31
01-02-2021,Call,direct,fr,197
02-02-2021,SMS,direct,fr,102
02-02-2021,Chat,direct,fr,64
02-02-2021,Call,direct,fr,184
03-02-2021,SMS,direct,fr,67
03-02-2021,Chat,direct,fr,61
03-02-2021,Call,direct,fr,206
04-02-2021,SMS,direct,fr,94
04-02-2021,Chat,direct,fr,68
04-02-2021,Call,direct,fr,155
05-02-2021,Chat,direct,fr,20
07-02-2021,SMS,direct,fr,107
07-02-2021,Chat,direct,fr,16
07-02-2021,Call,direct,fr,100
08-02-2021,SMS,direct,fr,95
08-02-2021,Chat,direct,fr,31
08-02-2021,Call,direct,fr,210
09-02-2021,SMS,direct,fr,110
09-02-2021,Chat,direct,fr,41
09-02-2021,Call,direct,fr,227
10-02-2021,SMS,direct,fr,77
10-02-2021,Chat,direct,fr,44
10-02-2021,Call,direct,fr,177
11-02-2021,SMS,direct,fr,85
11-02-2021,Chat,direct,fr,49
11-02-2021,Call,direct,fr,129
12-02-2021,Chat,direct,fr,18
14-02-2021,SMS,direct,fr,69
14-02-2021,Chat,direct,fr,20
14-02-2021,Call,direct,fr,78
15-02-2021,SMS,direct,fr,92
15-02-2021,Chat,direct,fr,42
15-02-2021,Call,direct,fr,212
16-02-2021,SMS,direct,fr,60
16-02-2021,Chat,direct,fr,78
16-02-2021,Call,direct,fr,154
17-02-2021,SMS,direct,fr,78
17-02-2021,Chat,direct,fr,43
17-02-2021,Call,direct,fr,202
18-02-2021,SMS,direct,fr,73
18-02-2021,Chat,direct,fr,46
18-02-2021,Call,direct,fr,124
19-02-2021,Chat,direct,fr,17
21-02-2021,SMS,direct,fr,85
21-02-2021,Chat,direct,fr,8
21-02-2021,Call,direct,fr,75
22-02-2021,SMS,direct,fr,123
22-02-2021,Chat,direct,fr,32
22-02-2021,Call,direct,fr,228
23-02-2021,SMS,direct,fr,117
23-02-2021,Chat,direct,fr,53
23-02-2021,Call,direct,fr,229
24-02-2021,SMS,direct,fr,57
24-02-2021,Chat,direct,fr,15
24-02-2021,Call,direct,fr,229
25-02-2021,SMS,direct,fr,75
25-02-2021,Chat,direct,fr,25
25-02-2021,Call,direct,fr,141
26-02-2021,Chat,direct,fr,18
08-03-2021,SMS,direct,fr,173
08-03-2021,Chat,direct,fr,15
08-03-2021,Call,direct,fr,141
09-03-2021,SMS,direct,fr,114
09-03-2021,Chat,direct,fr,35
09-03-2021,Call,direct,fr,143
10-03-2021,SMS,direct,fr,38
10-03-2021,Call,direct,fr,24
10-03-2021,Chat,direct,fr,57
11-03-2021,Chat,direct,fr,8
11-03-2021,SMS,direct,fr,6
11-03-2021,Call,direct,fr,1
12-03-2021,Call,direct,fr,1
12-03-2021,Chat,direct,fr,1
14-03-2021,Chat,direct,fr,7
14-03-2021,SMS,direct,fr,2
15-03-2021,Chat,direct,fr,25
15-03-2021,Call,direct,fr,7
15-03-2021,SMS,direct,fr,11
16-03-2021,Call,direct,fr,16
16-03-2021,SMS,direct,fr,8
16-03-2021,Chat,direct,fr,2
17-03-2021,Chat,direct,fr,47
17-03-2021,SMS,direct,fr,22
17-03-2021,Call,direct,fr,13
18-03-2021,Chat,direct,fr,58
18-03-2021,SMS,direct,fr,12
18-03-2021,Call,direct,fr,1
19-03-2021,Chat,direct,fr,3
21-03-2021,Chat,direct,fr,2
22-03-2021,Chat,direct,fr,14
22-03-2021,SMS,direct,fr,5
23-03-2021,Chat,direct,fr,11
23-03-2021,SMS,direct,fr,8
23-03-2021,Call,direct,fr,2
24-03-2021,Chat,direct,fr,25
24-03-2021,SMS,direct,fr,7
24-03-2021,Call,direct,fr,1
25-03-2021,Chat,direct,fr,45
25-03-2021,SMS,direct,fr,7
25-03-2021,Call,direct,fr,4
26-03-2021,SMS,direct,fr,4
26-03-2021,Chat,direct,fr,5
26-03-2021,Call,direct,fr,1
27-03-2021,Call,direct,fr,5
28-03-2021,SMS,direct,fr,56
28-03-2021,Chat,direct,fr,3
28-03-2021,Call,direct,fr,2
29-03-2021,SMS,direct,fr,18
29-03-2021,Chat,direct,fr,57
29-03-2021,Call,direct,fr,5
30-03-2021,Chat,direct,fr,32
30-03-2021,SMS,direct,fr,15
30-03-2021,Call,direct,fr,5
31-03-2021,Chat,direct,fr,59
31-03-2021,SMS,direct,fr,10
31-03-2021,Call,direct,fr,10
01-04-2021,Chat,direct,fr,4
01-04-2021,SMS,direct,fr,1
02-04-2021,Call,direct,fr,9
04-04-2021,Chat,direct,fr,1
04-04-2021,SMS,direct,fr,3
05-04-2021,Chat,direct,fr,8
05-04-2021,Call,direct,fr,20
05-04-2021,SMS,direct,fr,5
06-04-2021,Chat,direct,fr,80
06-04-2021,Call,direct,fr,6
06-04-2021,SMS,direct,fr,3
07-04-2021,Chat,direct,fr,46
07-04-2021,SMS,direct,fr,11
07-04-2021,Call,direct,fr,8
08-04-2021,Chat,direct,fr,45
08-04-2021,SMS,direct,fr,9
08-04-2021,Call,direct,fr,3
09-04-2021,Chat,direct,fr,5
09-04-2021,SMS,direct,fr,3
09-04-2021,Call,direct,fr,2
10-04-2021,Chat,direct,fr,5
10-04-2021,SMS,direct,fr,9
11-04-2021,Chat,direct,fr,50
11-04-2021,SMS,direct,fr,35
11-04-2021,Call,direct,fr,6
12-04-2021,Chat,direct,fr,71
12-04-2021,SMS,direct,fr,29
12-04-2021,Call,direct,fr,5
13-04-2021,Chat,direct,fr,77
13-04-2021,SMS,direct,fr,21
13-04-2021,Call,direct,fr,17
14-04-2021,SMS,direct,fr,11
14-04-2021,Chat,direct,fr,51
14-04-2021,Call,direct,fr,8
15-04-2021,Call,direct,fr,9
15-04-2021,Chat,direct,fr,61
15-04-2021,SMS,direct,fr,6
18-04-2021,Chat,direct,fr,42
18-04-2021,Call,direct,fr,2
18-04-2021,SMS,direct,fr,3
19-04-2021,Chat,direct,fr,96
19-04-2021,SMS,direct,fr,7
19-04-2021,Call,direct,fr,8
20-04-2021,Chat,direct,fr,87
20-04-2021,SMS,direct,fr,2
20-04-2021,Call,direct,fr,8
21-04-2021,Chat,direct,fr,116
21-04-2021,Call,direct,fr,14
21-04-2021,SMS,direct,fr,20
22-04-2021,Chat,direct,fr,98
22-04-2021,Call,direct,fr,17
22-04-2021,SMS,direct,fr,7
25-04-2021,Chat,direct,fr,40
25-04-2021,SMS,direct,fr,6
25-04-2021,Call,direct,fr,4
26-04-2021,Chat,direct,fr,85
26-04-2021,Call,direct,fr,5
26-04-2021,SMS,direct,fr,13
27-04-2021,Chat,direct,fr,104
27-04-2021,SMS,direct,fr,5
27-04-2021,Call,direct,fr,4
28-04-2021,Call,direct,fr,5
28-04-2021,Chat,direct,fr,92
28-04-2021,SMS,direct,fr,14
29-04-2021,Chat,direct,fr,97
29-04-2021,Call,direct,fr,7
29-04-2021,SMS,direct,fr,5
30-04-2021,SMS,direct,fr,1
30-04-2021,Chat,direct,fr,1
02-05-2021,Call,direct,fr,4
02-05-2021,Chat,direct,fr,42
02-05-2021,SMS,direct,fr,2
03-05-2021,Chat,direct,fr,101
03-05-2021,SMS,direct,fr,6
