Date,Service,Direction,Langue,Record_count
03-05-2021,Call,direct,fr,9
04-05-2021,Chat,direct,fr,90
04-05-2021,Call,direct,fr,5
04-05-2021,SMS,direct,fr,3
05-05-2021,Chat,direct,fr,98
05-05-2021,Call,direct,fr,11
05-05-2021,SMS,direct,fr,3
06-05-2021,Chat,direct,fr,50
06-05-2021,SMS,direct,fr,2
06-05-2021,Call,direct,fr,3
09-05-2021,Chat,direct,fr,49
09-05-2021,Call,direct,fr,1
09-05-2021,SMS,direct,fr,2
10-05-2021,Chat,direct,fr,107
10-05-2021,Call,direct,fr,3
10-05-2021,SMS,direct,fr,7
11-05-2021,Chat,direct,fr,142
11-05-2021,Call,direct,fr,9
11-05-2021,SMS,direct,fr,7
12-05-2021,Call,direct,fr,2
12-05-2021,Chat,direct,fr,81
12-05-2021,SMS,direct,fr,5
13-05-2021,SMS,direct,fr,5
13-05-2021,Chat,direct,fr,73
13-05-2021,Call,direct,fr,2
14-05-2021,Chat,direct,fr,1
16-05-2021,Chat,direct,fr,26
16-05-2021,SMS,direct,fr,5
16-05-2021,Call,direct,fr,2
17-05-2021,Chat,direct,fr,70
17-05-2021,SMS,direct,fr,5
17-05-2021,Call,direct,fr,8
18-05-2021,Chat,direct,fr,62
18-05-2021,SMS,direct,fr,9
18-05-2021,Call,direct,fr,10
19-05-2021,Chat,direct,fr,42
19-05-2021,Call,direct,fr,5
19-05-2021,SMS,direct,fr,6
20-05-2021,Chat,direct,fr,46
20-05-2021,Call,direct,fr,6
20-05-2021,SMS,direct,fr,2
21-05-2021,Chat,direct,fr,3
22-05-2021,Chat,direct,fr,3
23-05-2021,Chat,direct,fr,2
25-05-2021,SMS,direct,fr,13
25-05-2021,Chat,direct,fr,49
25-05-2021,Call,direct,fr,3
26-05-2021,Chat,direct,fr,76
26-05-2021,SMS,direct,fr,6
26-05-2021,Call,direct,fr,3
27-05-2021,Chat,direct,fr,70
27-05-2021,Call,direct,fr,9
27-05-2021,SMS,direct,fr,3
28-05-2021,Chat,direct,fr,1
29-05-2021,Chat,direct,fr,3
30-05-2021,Chat,direct,fr,85
30-05-2021,SMS,direct,fr,7
30-05-2021,Call,direct,fr,4
31-05-2021,Chat,direct,fr,118
31-05-2021,SMS,direct,fr,10
31-05-2021,Call,direct,fr,8
01-06-2021,Call,direct,fr,7
01-06-2021,Chat,direct,fr,104
01-06-2021,SMS,direct,fr,6
02-06-2021,SMS,direct,fr,8
02-06-2021,Chat,direct,fr,73
02-06-2021,Call,direct,fr,6
03-06-2021,Chat,direct,fr,87
03-06-2021,Call,direct,fr,7
03-06-2021,SMS,direct,fr,9
04-06-2021,Chat,direct,fr,9
06-06-2021,SMS,direct,fr,3
06-06-2021,Chat,direct,fr,33
06-06-2021,Call,direct,fr,7
07-06-2021,Chat,direct,fr,67
07-06-2021,SMS,direct,fr,19
07-06-2021,Call,direct,fr,7
08-06-2021,Call,direct,fr,8
08-06-2021,Chat,direct,fr,63
08-06-2021,SMS,direct,fr,6
09-06-2021,Chat,direct,fr,111
09-06-2021,Call,direct,fr,7
09-06-2021,SMS,direct,fr,5
10-06-2021,Call,direct,fr,8
10-06-2021,Chat,direct,fr,82
10-06-2021,SMS,direct,fr,8
13-06-2021,Chat,direct,fr,75
13-06-2021,SMS,direct,fr,5
13-06-2021,Call,direct,fr,7
14-06-2021,Chat,direct,fr,92
14-06-2021,Call,direct,fr,4
14-06-2021,SMS,direct,fr,6
15-06-2021,Chat,direct,fr,101
15-06-2021,SMS,direct,fr,7
15-06-2021,Call,direct,fr,11
16-06-2021,Call,direct,fr,17
16-06-2021,Chat,direct,fr,89
16-06-2021,SMS,direct,fr,9
17-06-2021,Chat,direct,fr,62
17-06-2021,Call,direct,fr,14
17-06-2021,SMS,direct,fr,5
18-06-2021,Chat,direct,fr,7
20-06-2021,Chat,direct,fr,36
20-06-2021,Call,direct,fr,9
20-06-2021,SMS,direct,fr,5
21-06-2021,Chat,direct,fr,21
21-06-2021,SMS,direct,fr,2
21-06-2021,Call,direct,fr,2
22-06-2021,Chat,direct,fr,9
22-06-2021,SMS,direct,fr,1
23-06-2021,Chat,direct,fr,4
25-06-2021,Chat,direct,fr,6
28-06-2021,Chat,direct,fr,4
29-06-2021,Chat,direct,fr,18
29-06-2021,SMS,direct,fr,1
01-07-2021,Call,direct,fr,1
01-07-2021,Chat,direct,fr,1
01-07-2021,SMS,direct,fr,1
02-07-2021,Chat,direct,fr,2
05-07-2021,Chat,direct,fr,8
05-07-2021,Call,direct,fr,1
06-07-2021,Chat,direct,fr,18
06-07-2021,SMS,rappel,fr,17
06-07-2021,Call,rappel,fr,1
06-07-2021,SMS,direct,fr,1
07-07-2021,Call,rappel,fr,17
07-07-2021,Call,direct,fr,2
07-07-2021,SMS,rappel,fr,14
08-07-2021,Chat,direct,fr,4
08-07-2021,Call,rappel,fr,1
08-07-2021,SMS,rappel,fr,14
09-07-2021,SMS,rappel,fr,17
09-07-2021,Call,rappel,fr,6
09-07-2021,Call,direct,fr,2
12-07-2021,Chat,direct,fr,25
12-07-2021,SMS,rappel,fr,8
12-07-2021,SMS,direct,fr,2
12-07-2021,Call,direct,fr,7
13-07-2021,Chat,direct,fr,19
13-07-2021,SMS,direct,fr,3
13-07-2021,Call,direct,fr,8
13-07-2021,Call,rappel,fr,5
13-07-2021,SMS,rappel,fr,13
14-07-2021,Chat,direct,fr,12
14-07-2021,Call,rappel,fr,10
14-07-2021,Call,direct,fr,14
14-07-2021,SMS,rappel,fr,15
15-07-2021,Chat,direct,fr,21
15-07-2021,Call,rappel,fr,8
15-07-2021,SMS,rappel,fr,7
15-07-2021,Call,direct,fr,11
15-07-2021,SMS,direct,fr,1
18-07-2021,Chat,direct,fr,14
18-07-2021,SMS,rappel,fr,6
18-07-2021,Call,direct,fr,10
18-07-2021,SMS,direct,fr,1
18-07-2021,Call,rappel,fr,1
19-07-2021,Call,direct,fr,21
19-07-2021,Chat,direct,fr,15
19-07-2021,SMS,rappel,fr,13
19-07-2021,SMS,direct,fr,2
19-07-2021,Call,rappel,fr,3
20-07-2021,SMS,direct,fr,4
20-07-2021,Call,rappel,fr,17
20-07-2021,Call,direct,fr,12
20-07-2021,SMS,rappel,fr,10
20-07-2021,Chat,direct,fr,13
21-07-2021,Call,rappel,fr,13
21-07-2021,Call,direct,fr,13
21-07-2021,Chat,direct,fr,14
21-07-2021,SMS,rappel,fr,3
22-07-2021,SMS,rappel,fr,14
22-07-2021,Call,rappel,fr,6
22-07-2021,Call,direct,fr,8
22-07-2021,Chat,direct,fr,15
22-07-2021,SMS,direct,fr,1
25-07-2021,Call,rappel,fr,16
25-07-2021,Call,direct,fr,13
25-07-2021,SMS,direct,fr,3
25-07-2021,SMS,rappel,fr,2
25-07-2021,Chat,direct,fr,1
26-07-2021,Chat,direct,fr,10
26-07-2021,SMS,rappel,fr,5
26-07-2021,Call,rappel,fr,10
26-07-2021,Call,direct,fr,17
26-07-2021,SMS,direct,fr,3
27-07-2021,Call,rappel,fr,12
27-07-2021,SMS,rappel,fr,26
27-07-2021,Chat,direct,fr,21
27-07-2021,Call,direct,fr,20
27-07-2021,SMS,direct,fr,6
28-07-2021,Chat,direct,fr,1
29-07-2021,Chat,direct,fr,10
29-07-2021,SMS,rappel,fr,5
29-07-2021,SMS,direct,fr,6
30-07-2021,Call,direct,fr,1
02-08-2021,Chat,direct,fr,8
04-08-2021,Call,direct,fr,5
04-08-2021,Chat,direct,fr,2
04-08-2021,Call,rappel,fr,1
05-08-2021,Chat,direct,fr,6
05-08-2021,Call,direct,fr,11
05-08-2021,Call,rappel,fr,1
05-08-2021,SMS,direct,fr,4
12-08-2021,Call,direct,fr,1
12-08-2021,SMS,rappel,fr,1
12-08-2021,Call,rappel,fr,1
24-08-2021,Chat,direct,fr,1
25-08-2021,Chat,direct,fr,11
26-08-2021,Chat,direct,fr,2
27-08-2021,SMS,direct,fr,8
29-08-2021,Call,direct,fr,12
29-08-2021,SMS,rappel,fr,5
29-08-2021,SMS,direct,fr,28
30-08-2021,Call,direct,fr,3
30-08-2021,SMS,direct,fr,5
30-08-2021,Chat,direct,fr,1
05-09-2021,Chat,direct,fr,5
06-09-2021,SMS,direct,fr,1
07-09-2021,Chat,direct,fr,54
07-09-2021,Call,rappel,fr,90
07-09-2021,SMS,rappel,fr,22
07-09-2021,Call,direct,fr,10
07-09-2021,SMS,direct,fr,3
08-09-2021,Call,rappel,fr,133
08-09-2021,Call,direct,fr,33
08-09-2021,SMS,rappel,fr,55
08-09-2021,Chat,direct,fr,91
08-09-2021,SMS,direct,fr,15
09-09-2021,Call,rappel,fr,120
09-09-2021,SMS,rappel,fr,37
09-09-2021,Chat,direct,fr,71
09-09-2021,Call,direct,fr,3
09-09-2021,SMS,direct,fr,9
12-09-2021,Call,rappel,fr,64
12-09-2021,SMS,rappel,fr,23
12-09-2021,Call,direct,fr,4
12-09-2021,Chat,direct,fr,61
12-09-2021,SMS,direct,fr,4
13-09-2021,Call,rappel,fr,141
13-09-2021,SMS,rappel,fr,47
13-09-2021,Chat,direct,fr,70
13-09-2021,SMS,direct,fr,16
13-09-2021,Call,direct,fr,20
14-09-2021,SMS,rappel,fr,68
14-09-2021,SMS,direct,fr,14
14-09-2021,Chat,direct,fr,66
14-09-2021,Call,rappel,fr,147
14-09-2021,Call,direct,fr,18
15-09-2021,SMS,rappel,fr,41
15-09-2021,Call,rappel,fr,139
15-09-2021,SMS,direct,fr,12
15-09-2021,Chat,direct,fr,68
15-09-2021,Call,direct,fr,7
16-09-2021,Call,rappel,fr,113
16-09-2021,Chat,direct,fr,49
16-09-2021,Call,direct,fr,6
16-09-2021,SMS,rappel,fr,32
16-09-2021,SMS,direct,fr,5
19-09-2021,Call,rappel,fr,70
19-09-2021,Chat,direct,fr,41
19-09-2021,SMS,rappel,fr,22
19-09-2021,Call,direct,fr,8
19-09-2021,SMS,direct,fr,5
20-09-2021,Call,rappel,fr,124
20-09-2021,SMS,rappel,fr,49
20-09-2021,Chat,direct,fr,73
20-09-2021,Call,direct,fr,9
20-09-2021,SMS,direct,fr,6
21-09-2021,SMS,rappel,fr,39
21-09-2021,Call,rappel,fr,116
21-09-2021,Chat,direct,fr,75
21-09-2021,Call,direct,fr,23
21-09-2021,SMS,direct,fr,7
22-09-2021,SMS,rappel,fr,42
22-09-2021,Chat,direct,fr,56
22-09-2021,Call,rappel,fr,155
22-09-2021,SMS,direct,fr,8
22-09-2021,Call,direct,fr,5
23-09-2021,Call,rappel,fr,103
23-09-2021,Chat,direct,fr,74
23-09-2021,SMS,rappel,fr,24
23-09-2021,Call,direct,fr,3
23-09-2021,SMS,direct,fr,3
26-09-2021,Call,rappel,fr,94
26-09-2021,SMS,rappel,fr,32
26-09-2021,Chat,direct,fr,61
26-09-2021,SMS,direct,fr,15
26-09-2021,Call,direct,fr,15
27-09-2021,Call,rappel,fr,142
27-09-2021,SMS,rappel,fr,43
27-09-2021,Chat,direct,fr,111
27-09-2021,Call,direct,fr,21
27-09-2021,SMS,direct,fr,10
28-09-2021,SMS,rappel,fr,42
28-09-2021,Call,rappel,fr,134
28-09-2021,Chat,direct,fr,84
28-09-2021,SMS,direct,fr,12
28-09-2021,Call,direct,fr,8
29-09-2021,SMS,rappel,fr,47
29-09-2021,Chat,direct,fr,78
29-09-2021,Call,rappel,fr,125
29-09-2021,Call,direct,fr,31
29-09-2021,SMS,direct,fr,11
30-09-2021,Call,rappel,fr,136
30-09-2021,Chat,direct,fr,62
30-09-2021,SMS,rappel,fr,23
30-09-2021,Call,direct,fr,8
30-09-2021,SMS,direct,fr,5
02-10-2021,Call,direct,fr,11
03-10-2021,SMS,rappel,fr,28
03-10-2021,Call,direct,fr,36
03-10-2021,Call,rappel,fr,84
03-10-2021,Chat,direct,fr,78
03-10-2021,SMS,direct,fr,13
04-10-2021,Call,rappel,fr,131
04-10-2021,SMS,rappel,fr,29
04-10-2021,Call,direct,fr,15
04-10-2021,Chat,direct,fr,93
04-10-2021,SMS,direct,fr,10
05-10-2021,Call,rappel,fr,126
05-10-2021,SMS,rappel,fr,35
05-10-2021,Chat,direct,fr,80
05-10-2021,Call,direct,fr,21
05-10-2021,SMS,direct,fr,13
06-10-2021,SMS,rappel,fr,49
06-10-2021,Call,rappel,fr,136
06-10-2021,Chat,direct,fr,71
06-10-2021,SMS,direct,fr,5
06-10-2021,Call,direct,fr,27
07-10-2021,Call,rappel,fr,106
07-10-2021,Call,direct,fr,16
07-10-2021,SMS,rappel,fr,28
07-10-2021,Chat,direct,fr,54
07-10-2021,SMS,direct,fr,12
12-10-2021,Call,rappel,fr,170
12-10-2021,SMS,rappel,fr,39
12-10-2021,Chat,direct,fr,65
12-10-2021,SMS,direct,fr,11
12-10-2021,Call,direct,fr,15
13-10-2021,SMS,rappel,fr,43
13-10-2021,Chat,direct,fr,89
13-10-2021,SMS,direct,fr,13
13-10-2021,Call,rappel,fr,128
13-10-2021,Call,direct,fr,15
14-10-2021,Call,rappel,fr,103
14-10-2021,Chat,direct,fr,71
14-10-2021,SMS,direct,fr,11
14-10-2021,SMS,rappel,fr,34
14-10-2021,Call,direct,fr,19
15-10-2021,Call,rappel,fr,2
15-10-2021,SMS,rappel,fr,1
17-10-2021,Call,rappel,fr,87
17-10-2021,Chat,direct,fr,83
17-10-2021,SMS,rappel,fr,27
17-10-2021,Call,direct,fr,16
17-10-2021,SMS,direct,fr,14
18-10-2021,SMS,rappel,fr,36
18-10-2021,Call,rappel,fr,136
18-10-2021,Chat,direct,fr,77
18-10-2021,SMS,direct,fr,8
18-10-2021,Call,direct,fr,12
19-10-2021,Call,rappel,fr,126
19-10-2021,SMS,rappel,fr,45
19-10-2021,Chat,direct,fr,102
19-10-2021,Call,direct,fr,16
19-10-2021,SMS,direct,fr,6
20-10-2021,Call,rappel,fr,129
20-10-2021,Chat,direct,fr,80
20-10-2021,Call,direct,fr,12
20-10-2021,SMS,rappel,fr,38
20-10-2021,SMS,direct,fr,9
21-10-2021,Call,direct,fr,10
21-10-2021,Call,rappel,fr,97
21-10-2021,Chat,direct,fr,66
21-10-2021,SMS,rappel,fr,19
21-10-2021,SMS,direct,fr,6
24-10-2021,Call,rappel,fr,76
24-10-2021,Call,direct,fr,17
24-10-2021,SMS,rappel,fr,25
24-10-2021,SMS,direct,fr,14
24-10-2021,Chat,direct,fr,79
25-10-2021,Call,rappel,fr,119
25-10-2021,Chat,direct,fr,79
25-10-2021,SMS,direct,fr,16
25-10-2021,Call,direct,fr,26
25-10-2021,SMS,rappel,fr,27
26-10-2021,SMS,rappel,fr,35
26-10-2021,Chat,direct,fr,77
26-10-2021,Call,rappel,fr,137
26-10-2021,SMS,direct,fr,7
26-10-2021,Call,direct,fr,28
27-10-2021,SMS,rappel,fr,24
27-10-2021,Call,rappel,fr,121
27-10-2021,Chat,direct,fr,89
27-10-2021,SMS,direct,fr,14
27-10-2021,Call,direct,fr,6
28-10-2021,Call,rappel,fr,72
28-10-2021,SMS,rappel,fr,25
28-10-2021,SMS,direct,fr,15
28-10-2021,Chat,direct,fr,64
28-10-2021,Call,direct,fr,14
31-10-2021,Call,rappel,fr,71
31-10-2021,SMS,direct,fr,10
31-10-2021,Chat,direct,fr,64
31-10-2021,Call,direct,fr,18
31-10-2021,SMS,rappel,fr,28
01-11-2021,Call,direct,fr,19
01-11-2021,SMS,rappel,fr,35
01-11-2021,Call,rappel,fr,137
01-11-2021,Chat,direct,fr,93
01-11-2021,SMS,direct,fr,11
02-11-2021,Call,rappel,fr,139
02-11-2021,Chat,direct,fr,73
02-11-2021,Call,direct,fr,18
02-11-2021,SMS,rappel,fr,38
02-11-2021,SMS,direct,fr,11
03-11-2021,SMS,rappel,fr,33
03-11-2021,Call,rappel,fr,146
03-11-2021,Chat,direct,fr,85
03-11-2021,SMS,direct,fr,7
03-11-2021,Call,direct,fr,23
04-11-2021,Call,rappel,fr,87
04-11-2021,Chat,direct,fr,71
04-11-2021,Call,direct,fr,11
04-11-2021,SMS,direct,fr,15
04-11-2021,SMS,rappel,fr,21
07-11-2021,Call,direct,fr,14
07-11-2021,Call,rappel,fr,100
07-11-2021,SMS,rappel,fr,21
07-11-2021,Chat,direct,fr,65
07-11-2021,SMS,direct,fr,11
08-11-2021,Call,direct,fr,23
08-11-2021,SMS,rappel,fr,28
08-11-2021,Call,rappel,fr,126
08-11-2021,Chat,direct,fr,93
08-11-2021,SMS,direct,fr,19
09-11-2021,Call,rappel,fr,129
09-11-2021,Chat,direct,fr,114
09-11-2021,SMS,direct,fr,20
09-11-2021,Call,direct,fr,20
09-11-2021,SMS,rappel,fr,35
10-11-2021,SMS,rappel,fr,49
10-11-2021,Chat,direct,fr,96
10-11-2021,Call,direct,fr,17
10-11-2021,Call,rappel,fr,105
10-11-2021,SMS,direct,fr,9
11-11-2021,SMS,rappel,fr,29
11-11-2021,Call,rappel,fr,84
11-11-2021,Call,direct,fr,22
11-11-2021,SMS,direct,fr,13
11-11-2021,Chat,direct,fr,80
11-11-2021,Call,direct,en,2
11-11-2021,SMS,direct,en,1
14-11-2021,Call,rappel,fr,71
14-11-2021,Call,direct,fr,25
14-11-2021,Chat,direct,fr,84
14-11-2021,SMS,rappel,fr,19
14-11-2021,SMS,direct,fr,9
15-11-2021,SMS,rappel,fr,35
15-11-2021,Call,rappel,fr,122
15-11-2021,Chat,direct,fr,118
15-11-2021,SMS,rappel,en,1
15-11-2021,Call,direct,fr,35
15-11-2021,SMS,direct,fr,20
16-11-2021,Chat,direct,fr,91
16-11-2021,Call,rappel,fr,97
16-11-2021,Call,direct,fr,36
16-11-2021,SMS,direct,fr,21
16-11-2021,SMS,rappel,fr,34
16-11-2021,SMS,rappel,en,3
17-11-2021,Call,rappel,fr,104
17-11-2021,Chat,direct,fr,70
17-11-2021,Call,direct,fr,27
17-11-2021,SMS,rappel,fr,26
17-11-2021,SMS,direct,fr,19
17-11-2021,SMS,rappel,en,2
17-11-2021,SMS,direct,en,2
18-11-2021,Call,rappel,fr,69
18-11-2021,Call,direct,en,1
18-11-2021,SMS,rappel,fr,23
18-11-2021,Chat,direct,fr,63
18-11-2021,Call,direct,fr,9
18-11-2021,SMS,direct,fr,5
18-11-2021,SMS,rappel,en,1
21-11-2021,Call,rappel,fr,80
21-11-2021,SMS,rappel,fr,20
21-11-2021,Chat,direct,fr,58
21-11-2021,Call,direct,fr,17
21-11-2021,SMS,direct,fr,6
21-11-2021,SMS,rappel,en,1
22-11-2021,SMS,rappel,fr,32
22-11-2021,Call,rappel,fr,120
22-11-2021,Call,direct,fr,32
22-11-2021,Chat,direct,fr,92
22-11-2021,SMS,direct,fr,14
22-11-2021,SMS,rappel,en,1
23-11-2021,Call,rappel,fr,112
23-11-2021,Chat,direct,fr,82
23-11-2021,SMS,rappel,fr,39
23-11-2021,Call,direct,fr,24
23-11-2021,SMS,direct,fr,5
24-11-2021,Call,rappel,fr,92
24-11-2021,SMS,rappel,fr,26
24-11-2021,Chat,direct,fr,62
24-11-2021,Call,direct,fr,33
24-11-2021,SMS,direct,fr,5
24-11-2021,Call,direct,en,1
24-11-2021,SMS,rappel,en,2
25-11-2021,Call,rappel,fr,66
25-11-2021,Call,direct,fr,16
25-11-2021,SMS,direct,fr,8
25-11-2021,Chat,direct,fr,77
25-11-2021,SMS,rappel,fr,29
25-11-2021,SMS,rappel,en,1
27-11-2021,Call,direct,fr,1
27-11-2021,SMS,direct,fr,2
28-11-2021,Call,rappel,fr,110
28-11-2021,Chat,direct,fr,74
28-11-2021,SMS,direct,fr,9
28-11-2021,SMS,rappel,fr,30
28-11-2021,Call,direct,fr,12
28-11-2021,SMS,rappel,en,1
29-11-2021,SMS,rappel,fr,36
29-11-2021,Call,rappel,fr,113
29-11-2021,Chat,direct,fr,93
29-11-2021,Call,direct,fr,27
29-11-2021,SMS,direct,fr,8
30-11-2021,Call,rappel,fr,106
30-11-2021,Chat,direct,fr,106
30-11-2021,SMS,rappel,fr,41
30-11-2021,Call,direct,fr,24
30-11-2021,SMS,direct,fr,13
01-12-2021,SMS,rappel,fr,43
01-12-2021,Chat,direct,fr,58
01-12-2021,Call,rappel,fr,127
01-12-2021,SMS,direct,fr,7
01-12-2021,Call,direct,fr,20
01-12-2021,SMS,rappel,en,1
02-12-2021,Call,rappel,fr,88
02-12-2021,SMS,rappel,fr,32
02-12-2021,SMS,direct,fr,4
02-12-2021,Chat,direct,fr,65
02-12-2021,Call,direct,fr,17
02-12-2021,SMS,rappel,en,1
05-12-2021,SMS,rappel,fr,20
05-12-2021,Call,rappel,fr,103
05-12-2021,Call,direct,fr,24
05-12-2021,Chat,direct,fr,78
05-12-2021,SMS,direct,fr,12
06-12-2021,SMS,rappel,fr,39
06-12-2021,Call,rappel,fr,108
06-12-2021,Chat,direct,fr,82
06-12-2021,Call,direct,fr,26
06-12-2021,SMS,rappel,en,2
06-12-2021,SMS,direct,fr,8
07-12-2021,SMS,rappel,fr,34
07-12-2021,Call,rappel,fr,104
07-12-2021,Chat,direct,fr,86
07-12-2021,SMS,direct,fr,12
07-12-2021,Call,direct,fr,32
07-12-2021,SMS,rappel,en,2
07-12-2021,SMS,direct,en,1
08-12-2021,SMS,rappel,fr,34
08-12-2021,Chat,direct,fr,97
08-12-2021,Call,rappel,fr,126
08-12-2021,Call,direct,fr,31
08-12-2021,SMS,direct,fr,10
08-12-2021,SMS,rappel,en,2
09-12-2021,Call,rappel,fr,79
09-12-2021,Chat,direct,fr,63
09-12-2021,SMS,rappel,fr,19
09-12-2021,SMS,direct,fr,9
09-12-2021,Call,direct,fr,19
09-12-2021,SMS,rappel,en,1
12-12-2021,Call,rappel,fr,94
12-12-2021,Chat,direct,fr,94
12-12-2021,Call,direct,fr,29
12-12-2021,SMS,rappel,fr,21
12-12-2021,SMS,direct,fr,16
13-12-2021,Chat,direct,fr,90
13-12-2021,SMS,rappel,fr,35
13-12-2021,Call,rappel,fr,117
13-12-2021,Call,direct,fr,39
13-12-2021,SMS,direct,fr,10
13-12-2021,Call,direct,en,2
13-12-2021,SMS,rappel,en,2
14-12-2021,Call,rappel,fr,110
14-12-2021,Chat,direct,fr,82
14-12-2021,SMS,rappel,fr,46
14-12-2021,Call,direct,fr,40
14-12-2021,SMS,direct,fr,10
14-12-2021,SMS,rappel,en,1
15-12-2021,Call,rappel,fr,123
15-12-2021,Chat,direct,fr,82
15-12-2021,SMS,direct,fr,10
15-12-2021,Call,direct,fr,27
15-12-2021,SMS,rappel,fr,43
15-12-2021,SMS,rappel,en,2
16-12-2021,Call,rappel,fr,83
16-12-2021,Chat,direct,fr,64
16-12-2021,Call,direct,fr,13
16-12-2021,SMS,rappel,fr,19
16-12-2021,SMS,direct,fr,4
17-12-2021,Call,direct,fr,13
19-12-2021,SMS,rappel,fr,16
19-12-2021,Call,rappel,fr,66
19-12-2021,Chat,direct,fr,61
19-12-2021,Call,direct,fr,14
19-12-2021,SMS,direct,fr,6
19-12-2021,SMS,rappel,en,1
20-12-2021,Chat,direct,fr,2
04-01-2022,Chat,direct,fr,1
09-01-2022,Chat,direct,fr,34
09-01-2022,SMS,rappel,fr,12
09-01-2022,Call,rappel,fr,29
09-01-2022,SMS,direct,fr,7
09-01-2022,Call,direct,fr,6
10-01-2022,SMS,rappel,fr,29
10-01-2022,Call,rappel,fr,66
10-01-2022,Chat,direct,fr,67
10-01-2022,Call,direct,fr,21
10-01-2022,SMS,direct,fr,4
11-01-2022,Call,rappel,fr,103
11-01-2022,Chat,direct,fr,69
11-01-2022,SMS,rappel,fr,22
11-01-2022,Call,direct,fr,19
11-01-2022,SMS,direct,fr,8
11-01-2022,SMS,rappel,en,1
12-01-2022,SMS,rappel,fr,34
12-01-2022,Call,rappel,fr,79
12-01-2022,Call,direct,fr,30
12-01-2022,Chat,direct,fr,93
12-01-2022,SMS,direct,fr,10
12-01-2022,SMS,rappel,en,3
13-01-2022,SMS,rappel,fr,22
13-01-2022,Call,rappel,fr,72
13-01-2022,Chat,direct,fr,64
13-01-2022,SMS,direct,fr,9
13-01-2022,Call,direct,fr,19
13-01-2022,SMS,rappel,en,1
16-01-2022,SMS,rappel,fr,32
16-01-2022,Call,rappel,fr,93
16-01-2022,Chat,direct,fr,84
16-01-2022,Call,direct,fr,57
16-01-2022,SMS,direct,fr,6
16-01-2022,Call,direct,en,5
16-01-2022,SMS,rappel,en,2
17-01-2022,Call,rappel,fr,89
17-01-2022,Chat,direct,fr,63
17-01-2022,SMS,direct,fr,7
17-01-2022,SMS,rappel,fr,30
17-01-2022,Call,direct,fr,21
17-01-2022,SMS,rappel,en,1
18-01-2022,SMS,rappel,fr,30
18-01-2022,Call,rappel,fr,97
18-01-2022,Chat,direct,fr,88
18-01-2022,Call,direct,fr,17
18-01-2022,SMS,direct,fr,7
18-01-2022,SMS,rappel,en,1
19-01-2022,SMS,rappel,fr,44
19-01-2022,Chat,direct,fr,107
19-01-2022,Call,direct,fr,14
19-01-2022,Call,rappel,fr,87
19-01-2022,SMS,direct,fr,8
20-01-2022,Call,rappel,fr,71
20-01-2022,Call,direct,fr,24
20-01-2022,Chat,direct,fr,121
20-01-2022,SMS,rappel,fr,21
20-01-2022,SMS,direct,fr,8
20-01-2022,SMS,rappel,en,2
21-01-2022,Chat,direct,fr,2
21-01-2022,SMS,rappel,en,1
21-01-2022,SMS,direct,fr,1
23-01-2022,SMS,rappel,fr,39
23-01-2022,Call,rappel,fr,100
23-01-2022,Chat,direct,fr,79
23-01-2022,SMS,direct,fr,9
23-01-2022,Call,direct,fr,23
23-01-2022,SMS,rappel,en,3
24-01-2022,SMS,rappel,fr,22
24-01-2022,Call,rappel,fr,95
24-01-2022,Chat,direct,fr,83
24-01-2022,Call,direct,fr,21
24-01-2022,SMS,direct,fr,13
24-01-2022,SMS,rappel,en,1
24-01-2022,SMS,direct,en,6
25-01-2022,Call,rappel,fr,100
25-01-2022,Chat,direct,fr,90
25-01-2022,SMS,rappel,fr,28
25-01-2022,Call,direct,fr,27
25-01-2022,SMS,direct,fr,10
25-01-2022,Call,rappel,en,6
26-01-2022,SMS,rappel,fr,26
26-01-2022,Call,rappel,fr,83
26-01-2022,Chat,direct,fr,92
26-01-2022,SMS,direct,fr,7
26-01-2022,Call,direct,fr,30
26-01-2022,Call,rappel,en,2
27-01-2022,SMS,rappel,fr,29
27-01-2022,Call,rappel,fr,72
27-01-2022,Chat,direct,fr,75
27-01-2022,Call,direct,fr,22
27-01-2022,SMS,direct,fr,2
27-01-2022,SMS,rappel,en,1
28-01-2022,Call,rappel,fr,1
28-01-2022,Call,rappel,en,1
28-01-2022,Call,direct,fr,1
28-01-2022,Call,direct,en,2
30-01-2022,SMS,rappel,fr,24
30-01-2022,Call,rappel,fr,73
30-01-2022,Call,rappel,en,2
30-01-2022,Chat,direct,fr,97
30-01-2022,Call,direct,fr,20
30-01-2022,SMS,direct,fr,5
31-01-2022,Call,rappel,fr,92
31-01-2022,SMS,rappel,fr,38
31-01-2022,Call,direct,fr,23
31-01-2022,SMS,direct,fr,9
31-01-2022,Chat,direct,fr,110
01-02-2022,Call,rappel,fr,90
01-02-2022,Chat,direct,fr,107
01-02-2022,SMS,rappel,fr,34
01-02-2022,Call,direct,fr,32
01-02-2022,SMS,direct,fr,11
01-02-2022,Call,rappel,en,1
01-02-2022,SMS,rappel,en,1
02-02-2022,Chat,direct,fr,107
02-02-2022,Call,rappel,fr,97
02-02-2022,SMS,rappel,fr,37
02-02-2022,Call,direct,fr,42
02-02-2022,Call,rappel,en,2
02-02-2022,SMS,rappel,en,2
02-02-2022,SMS,direct,fr,5
03-02-2022,Chat,direct,fr,96
03-02-2022,SMS,rappel,fr,30
03-02-2022,Call,rappel,fr,79
03-02-2022,Call,direct,fr,33
03-02-2022,SMS,direct,fr,6
